Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
Southeastern La.,Fortenberry Brandon,89,0.588,55.6%,20.2%,72.2%,7.7%,31.5%,39.3%,9.1%,48.3%,39.5%,64.7%,37.1%,72.7%,
Southeastern La.,Ochie Onochie,70,0.457,44.3%,24.3%,82.4%,57.1%,38.6%,29.6%,25.0%,37.1%,23.1%,66.7%,20.0%,57.1%,
Southeastern La.,Petrovcic Jan,67,0.378,38.1%,46.3%,58.1%,33.3%,41.8%,21.4%,33.3%,11.9%,12.5%,100.0%,43.3%,34.5%,
Southeastern La.,Cooper Quin,62,0.398,35.5%,8.1%,60.0%,100.0%,40.3%,28.0%,57.1%,51.6%,25.0%,87.5%,24.2%,73.3%,
Southeastern La.,Ross Donovon,44,0.488,52.3%,65.9%,62.1%,61.1%,34.1%,33.3%,60.0%,0.0%,---,---,25.0%,18.2%,
Southeastern La.,Harrell Mike,11,0.388,36.4%,27.3%,66.7%,0.0%,54.5%,33.3%,0.0%,18.2%,0.0%,---,36.4%,50.0%,
Southeastern La.,Curtis Jonathan,3,0.333,33.3%,33.3%,100.0%,0.0%,66.7%,0.0%,---,0.0%,---,---,0.0%,---,
Southeastern La.,Total,1530,0.479,45.3%,30.7%,62.8%,48.8%,41.5%,32.4%,39.3%,27.8%,30.1%,74.2%,39.0%,59.1%,
Wyoming,Cruz Francisco,323,0.548,52.0%,18.3%,66.1%,17.9%,44.6%,43.8%,20.6%,37.2%,36.7%,86.4%,24.8%,75.0%,
Wyoming,Martinez Luke,308,0.545,50.8%,13.6%,66.7%,28.6%,7.8%,29.2%,42.9%,78.6%,33.5%,81.5%,26.0%,80.0%,
Wyoming,Washington Leonard,277,0.622,59.0%,53.8%,78.5%,41.9%,26.0%,29.2%,33.3%,20.2%,30.4%,64.7%,50.5%,71.4%,
Wyoming,Waddell Adam,209,0.590,54.1%,41.1%,87.2%,77.3%,58.4%,31.1%,71.1%,0.5%,0.0%,---,60.8%,72.4%,
Wyoming,Luster JayDee,136,0.500,43.4%,22.1%,46.7%,21.4%,33.1%,33.3%,0.0%,44.9%,32.8%,80.0%,58.8%,70.0%,
Wyoming,Nance Jr. Larry,106,0.538,47.6%,42.5%,73.3%,51.5%,49.1%,25.0%,69.2%,8.5%,33.3%,66.7%,40.6%,81.4%,
Wyoming,Gilmore Derrious,67,0.487,44.8%,19.4%,76.9%,0.0%,29.9%,10.0%,0.0%,50.7%,35.3%,50.0%,28.4%,73.7%,
Wyoming,Bouedo Arthur,66,0.571,56.1%,19.7%,69.2%,22.2%,22.7%,46.7%,14.3%,57.6%,36.8%,85.7%,4.5%,100.0%,
Wyoming,Muojeke Afam,22,0.432,27.3%,13.6%,100.0%,33.3%,18.2%,0.0%,---,68.2%,13.3%,50.0%,77.3%,82.4%,
Wyoming,Watsabaugh Rob,21,0.593,64.3%,61.9%,69.2%,88.9%,23.8%,60.0%,66.7%,14.3%,33.3%,100.0%,42.9%,33.3%,
Wyoming,Grabau Riley,20,0.425,35.0%,25.0%,60.0%,66.7%,10.0%,50.0%,0.0%,65.0%,15.4%,100.0%,25.0%,100.0%,
Wyoming,Smith Shakir,19,0.175,13.2%,0.0%,---,---,47.4%,11.1%,0.0%,52.6%,10.0%,100.0%,10.5%,100.0%,
Wyoming,Marshall Tyrone,10,0.283,20.0%,30.0%,66.7%,0.0%,70.0%,0.0%,---,0.0%,---,---,50.0%,60.0%,
Wyoming,Bentz Jack,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,0.0%,---,
Wyoming,Total,1585,0.552,51.0%,29.1%,74.2%,45.3%,32.9%,32.8%,36.3%,38.0%,32.7%,79.2%,38.5%,73.9%,
Minnesota,Williams Rodney,328,0.595,59.0%,52.1%,80.1%,61.3%,31.1%,30.4%,51.6%,16.8%,30.9%,58.8%,40.2%,59.1%,
Minnesota,Hollins Austin,271,0.576,54.4%,24.7%,76.1%,41.2%,24.4%,30.3%,55.0%,50.9%,37.0%,96.1%,24.0%,81.5%,
Minnesota,Hollins Andre,247,0.554,48.2%,21.5%,58.5%,45.2%,31.6%,28.2%,36.4%,47.0%,37.9%,84.1%,38.1%,90.4%,
Minnesota,Welch Julian,244,0.599,56.1%,22.5%,69.1%,42.1%,34.4%,35.7%,26.7%,43.0%,43.8%,89.1%,36.5%,77.5%,
Minnesota,Sampson III Ralph,188,0.522,47.3%,30.9%,75.9%,65.9%,66.5%,36.0%,75.6%,2.7%,0.0%,---,26.6%,86.0%,
Minnesota,Armelin Gerald Chip,182,0.479,47.3%,29.1%,62.3%,51.5%,34.1%,32.3%,75.0%,36.8%,32.8%,100.0%,26.4%,50.0%,
Minnesota,Coleman Joe,159,0.523,44.7%,54.7%,63.2%,56.4%,40.3%,20.3%,76.9%,5.0%,25.0%,100.0%,66.7%,72.6%,
Minnesota,Osenieks Oto,94,0.458,45.2%,27.7%,65.4%,41.2%,28.7%,33.3%,66.7%,43.6%,26.8%,100.0%,36.2%,47.1%,
Minnesota,Eliason Elliott,86,0.499,51.2%,59.3%,64.7%,54.5%,39.5%,32.4%,90.9%,1.2%,0.0%,---,34.9%,40.0%,
Minnesota,Ahanmisi Maverick,83,0.475,42.2%,32.5%,63.0%,35.3%,26.5%,13.6%,0.0%,41.0%,29.4%,70.0%,48.2%,67.5%,
Minnesota,Mbakwe Trevor,48,0.661,60.4%,75.0%,72.2%,61.5%,25.0%,25.0%,66.7%,0.0%,---,---,114.6%,72.7%,
Minnesota,Ingram Andre,43,0.524,53.5%,69.8%,70.0%,66.7%,30.2%,15.4%,100.0%,0.0%,---,---,55.8%,45.8%,
Minnesota,Shell Kendal,4,0.000,0.0%,25.0%,0.0%,---,50.0%,0.0%,---,25.0%,0.0%,---,0.0%,---,
Minnesota,Halvorsen Chris,2,0.169,0.0%,50.0%,0.0%,---,50.0%,0.0%,---,0.0%,---,---,100.0%,50.0%,
Minnesota,BRIGHTAARON,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Minnesota,Total,1979,0.548,51.4%,36.2%,70.3%,54.3%,35.0%,30.2%,58.4%,28.9%,35.6%,88.2%,38.9%,69.7%,
La.-Lafayette,Brown Josh,309,0.477,45.1%,31.7%,69.4%,48.5%,48.5%,30.7%,39.1%,19.7%,27.9%,88.2%,23.0%,67.6%,
La.-Lafayette,Mbamalu Bryant,203,0.500,47.0%,30.5%,64.5%,37.5%,45.3%,29.3%,25.9%,24.1%,38.8%,89.5%,31.0%,66.7%,
La.-Lafayette,McClellan Darshawn,201,0.602,56.2%,30.3%,68.9%,31.0%,23.9%,35.4%,52.9%,45.8%,39.1%,86.1%,46.3%,74.2%,
La.-Lafayette,Coleby Kadeem,198,0.552,56.1%,52.0%,72.8%,61.3%,48.0%,37.9%,33.3%,0.0%,---,---,71.7%,50.0%,
La.-Lafayette,Payton Elfrid,172,0.484,44.2%,59.3%,61.8%,15.9%,36.0%,21.0%,0.0%,4.7%,0.0%,---,76.7%,56.8%,
La.-Lafayette,Thomas J.J.,165,0.512,45.8%,31.5%,63.5%,36.4%,47.3%,29.5%,26.1%,21.2%,37.1%,76.9%,46.1%,72.4%,
La.-Lafayette,Andrews Raymone,148,0.524,47.0%,19.6%,58.6%,23.5%,24.3%,25.0%,33.3%,56.1%,34.9%,79.3%,47.3%,72.9%,
La.-Lafayette,Thompson Alan-Michael,125,0.450,42.8%,14.4%,66.7%,58.3%,19.2%,29.2%,57.1%,66.4%,27.7%,87.0%,21.6%,63.0%,
La.-Lafayette,Perez David,99,0.459,44.4%,9.1%,55.6%,40.0%,14.1%,21.4%,0.0%,76.8%,31.6%,87.5%,7.1%,85.7%,
La.-Lafayette,Jackson Darnell,64,0.439,42.2%,29.7%,52.6%,60.0%,40.6%,30.8%,37.5%,29.7%,31.6%,100.0%,32.8%,52.4%,
La.-Lafayette,Smith Kentwan,55,0.499,48.2%,40.0%,63.6%,42.9%,40.0%,36.4%,25.0%,20.0%,27.3%,100.0%,27.3%,60.0%,
La.-Lafayette,Farrington Scottie,37,0.527,48.6%,62.2%,69.6%,43.8%,35.1%,15.4%,0.0%,2.7%,0.0%,---,113.5%,57.1%,
La.-Lafayette,Williams Donovan,11,0.469,36.4%,9.1%,100.0%,0.0%,27.3%,0.0%,---,63.6%,28.6%,50.0%,54.5%,83.3%,
La.-Lafayette,Total,1787,0.509,47.7%,33.5%,66.1%,40.7%,37.1%,30.0%,32.2%,29.4%,32.8%,85.5%,42.8%,63.1%,
Illinois,Paul Brandon,370,0.519,46.5%,20.8%,63.6%,22.4%,35.4%,32.1%,14.3%,43.8%,33.3%,61.1%,46.5%,72.7%,
Illinois,Richardson D.J.,336,0.515,49.3%,8.9%,56.7%,41.2%,30.4%,41.2%,23.8%,60.7%,34.8%,93.0%,15.8%,77.4%,
Illinois,Leonard Meyers,291,0.618,58.6%,49.5%,75.7%,79.8%,46.7%,44.1%,50.0%,3.8%,9.1%,100.0%,43.6%,73.2%,
Illinois,Bertrand Joseph,171,0.564,54.7%,19.9%,82.4%,42.9%,74.3%,48.0%,21.3%,5.8%,30.0%,66.7%,17.5%,73.3%,
Illinois,Maniscalco Sam,151,0.504,46.0%,14.6%,68.2%,33.3%,21.9%,42.4%,21.4%,63.6%,28.1%,77.8%,25.8%,82.1%,
Illinois,Griffey Tyler,137,0.505,48.9%,27.0%,70.3%,34.6%,32.1%,38.6%,47.1%,40.9%,28.6%,100.0%,11.7%,75.0%,
Illinois,Abrams Tracy,120,0.479,44.6%,31.7%,60.5%,26.1%,39.2%,36.2%,29.4%,29.2%,25.7%,77.8%,38.3%,63.0%,
Illinois,Henry Myke,62,0.506,48.4%,25.8%,87.5%,64.3%,33.9%,47.6%,30.0%,40.3%,16.0%,100.0%,24.2%,66.7%,
Illinois,Egwu Nnanna,57,0.475,47.4%,35.1%,75.0%,80.0%,64.9%,32.4%,58.3%,0.0%,---,---,22.8%,46.2%,
Illinois,Shaw Mike,21,0.330,31.0%,33.3%,57.1%,25.0%,38.1%,12.5%,100.0%,28.6%,16.7%,100.0%,47.6%,40.0%,
Illinois,Head Crandall,17,0.258,23.5%,47.1%,50.0%,75.0%,23.5%,0.0%,---,29.4%,0.0%,---,5.9%,100.0%,
Illinois,Djimde Ibby,6,0.268,16.7%,0.0%,---,---,100.0%,16.7%,100.0%,0.0%,---,---,116.7%,42.9%,
Illinois,Selus Jean,2,0.000,0.0%,50.0%,0.0%,---,0.0%,---,---,50.0%,0.0%,---,0.0%,---,
Illinois,Total,1741,0.527,49.4%,24.9%,70.0%,53.3%,40.0%,39.8%,31.4%,35.1%,30.4%,81.2%,30.4%,71.5%,
Coastal Caro.,Raffa Anthony,383,0.574,53.9%,41.3%,63.3%,35.0%,25.8%,39.4%,23.1%,32.9%,35.7%,82.2%,37.6%,72.9%,
Coastal Caro.,Gradnigo Chris,377,0.538,50.8%,23.1%,65.5%,35.1%,46.9%,42.9%,47.4%,30.0%,34.5%,84.6%,21.0%,79.7%,
Coastal Caro.,Greenwood Kierre,231,0.561,50.6%,39.8%,57.6%,11.3%,42.4%,37.8%,0.0%,17.7%,43.9%,88.9%,42.0%,79.4%,
Coastal Caro.,McLaurin Sam,210,0.638,65.2%,66.7%,75.7%,54.7%,33.3%,44.3%,61.3%,0.0%,---,---,32.9%,52.2%,
Coastal Caro.,Pack Jon,155,0.539,54.8%,71.0%,67.3%,52.7%,28.4%,25.0%,36.4%,0.6%,0.0%,---,65.2%,48.5%,
Coastal Caro.,Gillis Warren,105,0.495,47.1%,32.4%,67.6%,56.5%,50.5%,41.5%,40.9%,17.1%,16.7%,66.7%,16.2%,76.5%,
Coastal Caro.,Nieman Danny,82,0.510,51.2%,15.9%,61.5%,0.0%,18.3%,26.7%,0.0%,65.9%,37.0%,80.0%,11.0%,44.4%,
Coastal Caro.,Moore Dexter,80,0.555,53.1%,18.8%,73.3%,36.4%,10.0%,37.5%,33.3%,71.2%,33.3%,89.5%,12.5%,90.0%,
Coastal Caro.,Griffin Jordan,44,0.327,30.7%,22.7%,40.0%,75.0%,15.9%,28.6%,50.0%,61.4%,18.5%,100.0%,9.1%,75.0%,
Coastal Caro.,Addey Bisi,31,0.517,51.6%,80.6%,56.0%,42.9%,19.4%,33.3%,100.0%,0.0%,---,---,32.3%,50.0%,
Coastal Caro.,Crawford Brandon,27,0.564,50.0%,55.6%,60.0%,77.8%,40.7%,27.3%,66.7%,3.7%,100.0%,100.0%,59.3%,75.0%,
Coastal Caro.,Ashford Charles,18,0.508,50.0%,66.7%,58.3%,0.0%,33.3%,33.3%,50.0%,0.0%,---,---,100.0%,50.0%,
Coastal Caro.,Kirkland Willie,8,0.636,50.0%,62.5%,80.0%,50.0%,25.0%,0.0%,---,12.5%,0.0%,---,100.0%,87.5%,
Coastal Caro.,Berry Richie,2,0.500,50.0%,50.0%,100.0%,100.0%,0.0%,---,---,50.0%,0.0%,---,0.0%,---,
Coastal Caro.,Total,1753,0.554,52.9%,40.9%,65.7%,41.2%,34.0%,38.9%,36.2%,25.1%,34.1%,84.7%,33.2%,67.4%,
UTEP,Washburn Julian,317,0.496,48.6%,23.7%,66.7%,66.0%,55.8%,40.1%,62.0%,20.5%,33.8%,81.8%,22.4%,56.3%,
UTEP,Perez Michael,273,0.523,47.8%,17.6%,64.6%,54.8%,41.8%,33.3%,47.4%,40.7%,36.9%,78.0%,39.9%,72.5%,
UTEP,Bohannon John,236,0.618,58.5%,50.8%,76.7%,64.1%,47.5%,41.1%,41.3%,1.7%,0.0%,---,45.8%,73.1%,
UTEP,McCulley Gabriel,217,0.590,56.5%,31.8%,78.3%,53.7%,41.9%,44.0%,65.0%,26.3%,33.3%,89.5%,44.2%,67.7%,
UTEP,Streeter Jacques,172,0.531,46.5%,40.7%,44.3%,9.7%,25.6%,22.7%,20.0%,33.7%,44.8%,65.4%,54.7%,74.5%,
UTEP,Lang Cedrick,126,0.606,61.1%,59.5%,77.3%,72.4%,40.5%,37.3%,73.7%,0.0%,---,---,65.1%,56.1%,
UTEP,Cooper C.J.,89,0.441,39.9%,6.7%,50.0%,0.0%,27.0%,29.2%,42.9%,66.3%,28.8%,100.0%,20.2%,83.3%,
UTEP,Ragland Jalen,64,0.319,29.7%,1.6%,0.0%,---,35.9%,30.4%,42.9%,62.5%,20.0%,87.5%,6.2%,100.0%,
UTEP,Campbell D'Von,50,0.449,41.0%,12.0%,50.0%,66.7%,48.0%,29.2%,28.6%,40.0%,35.0%,100.0%,38.0%,63.2%,
UTEP,Moore Malcolm,24,0.558,54.2%,50.0%,66.7%,100.0%,41.7%,20.0%,50.0%,8.3%,100.0%,100.0%,33.3%,62.5%,
UTEP,Vint Hooper,13,0.685,61.5%,23.1%,100.0%,33.3%,38.5%,40.0%,50.0%,38.5%,40.0%,100.0%,61.5%,87.5%,
UTEP,Perry Kevin,5,0.252,20.0%,40.0%,50.0%,100.0%,60.0%,0.0%,---,0.0%,---,---,40.0%,50.0%,
UTEP,Tafoya Tyler,2,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
UTEP,Total,1588,0.537,50.3%,30.7%,68.6%,58.4%,42.7%,36.7%,53.4%,26.6%,34.0%,82.6%,39.0%,68.3%,
Loyola Chicago,Averkamp Ben,384,0.495,46.4%,25.5%,61.2%,55.0%,56.8%,36.2%,53.2%,17.7%,38.2%,100.0%,26.3%,71.3%,
Loyola Chicago,Crisman Joe,220,0.454,43.2%,26.8%,52.5%,51.6%,32.3%,35.2%,20.0%,40.9%,28.9%,100.0%,23.6%,61.5%,
Loyola Chicago,Gibler Walt,201,0.589,53.0%,62.7%,63.5%,66.2%,35.3%,35.2%,84.0%,2.0%,25.0%,100.0%,66.2%,73.7%,
Loyola Chicago,Brito Denzel,195,0.449,39.0%,22.6%,50.0%,0.0%,39.0%,27.6%,9.5%,38.5%,29.3%,95.5%,43.1%,70.2%,
Loyola Chicago,Hicks Jordan,164,0.482,46.3%,27.4%,64.4%,37.9%,32.3%,32.1%,47.1%,40.2%,30.3%,100.0%,13.4%,72.7%,
Loyola Chicago,Kadima Chim,120,0.459,41.2%,28.3%,50.0%,35.3%,26.7%,21.9%,42.9%,45.0%,31.5%,100.0%,40.0%,66.7%,
Loyola Chicago,Thomas Christian,93,0.621,58.1%,65.6%,67.2%,73.2%,25.8%,41.7%,60.0%,8.6%,25.0%,100.0%,64.5%,71.7%,
Loyola Chicago,Gac Jonathon,38,0.564,57.9%,60.5%,56.5%,69.2%,39.5%,60.0%,44.4%,0.0%,---,---,50.0%,47.4%,
Loyola Chicago,Clark Bill,12,0.250,25.0%,50.0%,33.3%,50.0%,16.7%,50.0%,0.0%,33.3%,0.0%,---,0.0%,---,
Loyola Chicago,Dokubo London,11,0.604,59.1%,18.2%,50.0%,0.0%,18.2%,50.0%,0.0%,63.6%,42.9%,100.0%,27.3%,66.7%,
Loyola Chicago,Benkoske John,10,0.568,40.0%,70.0%,42.9%,66.7%,30.0%,33.3%,0.0%,0.0%,---,---,160.0%,75.0%,
Loyola Chicago,Boone Derrick,3,0.127,0.0%,33.3%,0.0%,---,33.3%,0.0%,---,33.3%,0.0%,---,66.7%,50.0%,
Loyola Chicago,Cooper Adam,1,0.000,0.0%,100.0%,0.0%,---,0.0%,---,---,0.0%,---,---,0.0%,---,
Loyola Chicago,GASTONCHRIS,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Loyola Chicago,Total,1452,0.502,46.2%,34.9%,59.0%,53.8%,39.1%,34.5%,46.4%,26.0%,31.0%,99.1%,37.2%,69.6%,
Texas,Brown J'Covan,535,0.550,49.2%,19.3%,58.3%,25.0%,40.2%,38.6%,28.9%,40.6%,36.9%,63.8%,34.0%,86.3%,
Texas,McClellan Sheldon,288,0.556,50.9%,26.4%,65.8%,42.0%,34.4%,44.4%,27.3%,39.2%,31.0%,97.1%,41.3%,75.6%,
Texas,Lewis Julien,263,0.446,42.6%,22.4%,52.5%,58.1%,37.6%,30.3%,36.7%,39.9%,32.4%,100.0%,11.8%,77.4%,
Texas,Kabongo Myck,235,0.515,44.5%,41.7%,52.0%,11.8%,24.7%,27.6%,0.0%,33.6%,31.6%,76.0%,73.2%,68.0%,
Texas,Chapman Clint,185,0.553,49.2%,50.8%,63.8%,65.0%,45.4%,36.9%,64.5%,3.8%,0.0%,---,48.6%,77.8%,
Texas,Holmes Jonathan,167,0.567,51.5%,41.3%,62.3%,46.5%,34.7%,48.3%,46.4%,24.0%,25.0%,100.0%,57.5%,71.9%,
Texas,Bond Jaylen,102,0.495,51.0%,62.7%,60.9%,41.0%,35.3%,36.1%,76.9%,2.0%,0.0%,---,29.4%,36.7%,
Texas,Wangmene Alexis,95,0.549,51.6%,61.1%,72.4%,69.0%,38.9%,18.9%,71.4%,0.0%,---,---,80.0%,60.5%,
Texas,Gibbs Sterling,53,0.615,57.5%,15.1%,87.5%,14.3%,18.9%,40.0%,25.0%,66.0%,37.1%,69.2%,41.5%,77.3%,
Texas,Dick Andrew,2,0.000,0.0%,50.0%,0.0%,---,0.0%,---,---,50.0%,0.0%,---,100.0%,0.0%,
Texas,Melchionni Dean,2,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Texas,Total,1927,0.533,48.5%,32.7%,60.8%,43.1%,36.1%,36.8%,37.5%,31.2%,32.8%,79.7%,42.6%,73.3%,
Fairleigh Dickinson,Bolding Melquan,356,0.459,40.4%,23.3%,54.2%,48.9%,40.2%,29.4%,16.7%,36.5%,29.2%,92.1%,33.1%,76.3%,
Fairleigh Dickinson,Goode George,302,0.524,49.0%,36.1%,70.6%,58.4%,62.3%,37.8%,59.2%,1.7%,0.0%,---,35.4%,69.2%,
Fairleigh Dickinson,Rochford Kinu,211,0.552,55.9%,68.2%,65.3%,43.6%,31.3%,36.4%,29.2%,0.5%,0.0%,---,33.6%,47.9%,
Fairleigh Dickinson,Robinson Lonnie,191,0.449,42.7%,30.9%,47.5%,17.9%,35.1%,28.4%,5.3%,34.0%,35.4%,82.6%,36.1%,55.1%,
Fairleigh Dickinson,Smith Briahn,173,0.461,43.6%,24.3%,59.5%,40.0%,22.5%,25.6%,10.0%,53.2%,29.3%,85.2%,17.9%,71.0%,
Fairleigh Dickinson,Hayes Lonnie,143,0.429,37.8%,23.1%,48.5%,6.2%,49.0%,32.9%,4.3%,28.0%,25.0%,80.0%,35.0%,70.0%,
Fairleigh Dickinson,Seilund Mathias,89,0.464,42.7%,28.1%,44.0%,63.6%,37.1%,45.5%,80.0%,34.8%,25.8%,100.0%,19.1%,82.4%,
Fairleigh Dickinson,Lo Mouhamed,55,0.530,50.9%,60.0%,75.8%,40.0%,36.4%,15.0%,100.0%,3.6%,0.0%,---,70.9%,56.4%,
Fairleigh Dickinson,Oyeniyi Ayotunde,28,0.512,42.9%,46.4%,69.2%,55.6%,53.6%,20.0%,100.0%,0.0%,---,---,53.6%,80.0%,
Fairleigh Dickinson,Fernley Sam,24,0.236,20.8%,0.0%,---,---,20.8%,40.0%,50.0%,79.2%,10.5%,100.0%,12.5%,66.7%,
Fairleigh Dickinson,Moody Dylan,16,0.344,34.4%,12.5%,100.0%,50.0%,37.5%,33.3%,0.0%,50.0%,12.5%,100.0%,0.0%,---,
Fairleigh Dickinson,Larizza Louis,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,0.0%,---,
Fairleigh Dickinson,WAITEED,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Fairleigh Dickinson,Total,1589,0.480,44.7%,34.2%,61.1%,44.3%,41.1%,32.8%,36.4%,24.7%,27.7%,88.1%,32.7%,66.0%,
North Dakota St.,Braun Taylor,304,0.627,57.9%,45.4%,65.2%,28.9%,28.3%,37.2%,46.9%,26.3%,45.0%,91.7%,53.6%,77.3%,
North Dakota St.,Alexander Lawrence,303,0.536,50.0%,44.6%,54.8%,20.3%,27.4%,44.6%,8.1%,28.1%,31.8%,66.7%,47.2%,66.4%,
North Dakota St.,Felt Mike,221,0.631,61.5%,1.8%,100.0%,75.0%,16.3%,41.7%,53.3%,81.9%,43.1%,92.3%,14.5%,81.2%,
North Dakota St.,Bjorklund Marshall,219,0.676,67.1%,69.9%,69.9%,62.6%,30.1%,60.6%,30.0%,0.0%,---,---,44.7%,66.3%,
North Dakota St.,Wright TrayVonn,206,0.510,47.8%,26.7%,76.4%,61.9%,54.4%,33.0%,43.2%,18.9%,33.3%,84.6%,25.7%,73.6%,
North Dakota St.,Hale Dylan,154,0.399,38.0%,19.5%,43.3%,23.1%,17.5%,18.5%,20.0%,63.0%,27.8%,88.9%,18.8%,58.6%,
North Dakota St.,Aaberg Jordan,68,0.729,67.6%,54.4%,83.8%,64.5%,45.6%,48.4%,40.0%,0.0%,---,---,44.1%,93.3%,
North Dakota St.,Carlson Eric,66,0.579,53.0%,60.6%,67.5%,37.0%,37.9%,32.0%,50.0%,1.5%,0.0%,---,78.8%,67.3%,
North Dakota St.,Lundberg Drew,41,0.703,69.5%,9.8%,75.0%,0.0%,31.7%,69.2%,33.3%,58.5%,45.8%,90.9%,19.5%,75.0%,
North Dakota St.,Lindberg Joel,39,0.596,51.3%,35.9%,71.4%,40.0%,35.9%,28.6%,25.0%,28.2%,36.4%,100.0%,38.5%,100.0%,
North Dakota St.,Zastrow Nate,18,0.344,27.8%,27.8%,40.0%,0.0%,22.2%,0.0%,---,50.0%,22.2%,100.0%,44.4%,62.5%,
North Dakota St.,Newell Fred,10,0.252,25.0%,20.0%,50.0%,0.0%,40.0%,0.0%,---,40.0%,25.0%,100.0%,40.0%,25.0%,
North Dakota St.,Total,1649,0.581,54.9%,37.4%,65.5%,43.1%,30.4%,40.3%,34.2%,32.2%,37.5%,87.9%,38.5%,72.1%,
West Virginia,JONESKEVIN,511,0.573,54.2%,39.1%,71.0%,50.0%,35.8%,45.9%,73.8%,25.0%,26.6%,100.0%,25.8%,78.0%,
West Virginia,BRYANTDARRYL,438,0.514,43.9%,21.2%,48.4%,51.1%,26.3%,35.7%,29.3%,52.5%,30.9%,88.7%,50.7%,78.4%,
West Virginia,KILICLIDENIZ,270,0.518,50.4%,53.7%,64.8%,60.6%,46.3%,33.6%,64.3%,0.0%,---,---,47.4%,55.5%,
West Virginia,HINDSJABARIE,227,0.489,47.4%,34.8%,64.6%,33.3%,30.8%,27.1%,21.1%,34.4%,32.1%,92.0%,21.6%,61.2%,
West Virginia,BROWNEGARY,159,0.521,46.9%,39.0%,61.3%,18.4%,32.7%,38.5%,5.0%,28.3%,24.4%,54.5%,61.6%,66.3%,
West Virginia,BROWNAARON,132,0.483,48.1%,25.8%,44.1%,26.7%,25.8%,32.4%,27.3%,48.5%,39.1%,96.0%,10.6%,50.0%,
West Virginia,MILESKEATON,58,0.338,31.0%,43.1%,52.0%,46.2%,44.8%,19.2%,80.0%,12.1%,0.0%,---,36.2%,47.6%,
West Virginia,RUTLEDGEDOMINIQUE,42,0.477,52.4%,88.1%,56.8%,33.3%,9.5%,25.0%,100.0%,2.4%,0.0%,---,78.6%,33.3%,
West Virginia,NOREENKEVIN,30,0.602,56.7%,63.3%,78.9%,53.3%,33.3%,20.0%,100.0%,3.3%,0.0%,---,86.7%,65.4%,
West Virginia,WILLIAMSONPAUL,19,0.539,55.3%,0.0%,---,---,10.5%,0.0%,---,89.5%,41.2%,100.0%,15.8%,33.3%,
West Virginia,MCCUNETOMMIE,18,0.135,13.9%,11.1%,0.0%,---,22.2%,25.0%,100.0%,66.7%,8.3%,100.0%,5.6%,0.0%,
West Virginia,FORSYTHEPAT,10,0.478,40.0%,100.0%,40.0%,25.0%,0.0%,---,---,0.0%,---,---,120.0%,58.3%,
West Virginia,Total,1914,0.518,48.3%,36.9%,62.0%,45.9%,32.7%,36.2%,51.8%,30.5%,29.8%,90.8%,38.6%,67.1%,
Oklahoma,Pledger Steven,370,0.590,55.7%,11.9%,70.5%,22.6%,41.4%,43.8%,34.3%,46.8%,41.6%,80.6%,24.3%,83.3%,
Oklahoma,Fitzgerald Andrew,339,0.499,46.9%,25.4%,69.8%,50.0%,74.6%,39.1%,70.7%,0.0%,---,---,23.0%,73.1%,
Oklahoma,Osby Romero,300,0.546,50.2%,46.0%,60.9%,38.1%,48.0%,38.9%,57.1%,6.0%,38.9%,100.0%,45.7%,71.5%,
Oklahoma,Clark Cameron,259,0.454,42.3%,19.3%,72.0%,66.7%,73.7%,34.6%,65.2%,6.9%,27.8%,80.0%,26.6%,66.7%,
Oklahoma,Grooms Sam,206,0.422,36.9%,38.3%,46.8%,10.8%,42.2%,31.0%,40.7%,19.4%,20.0%,87.5%,40.3%,66.3%,
Oklahoma,Neal Tyler,97,0.553,51.0%,14.4%,64.3%,66.7%,15.5%,40.0%,83.3%,70.1%,33.8%,100.0%,30.9%,80.0%,
Oklahoma,Blair Carl,95,0.458,38.4%,22.1%,47.6%,0.0%,20.0%,21.1%,50.0%,57.9%,27.3%,86.7%,50.5%,72.9%,
Oklahoma,Washington C.J.,56,0.491,46.4%,57.1%,59.4%,31.6%,42.9%,29.2%,85.7%,0.0%,---,---,23.2%,69.2%,
Oklahoma,Newell Calvin,51,0.598,58.8%,15.7%,75.0%,0.0%,33.3%,52.9%,0.0%,51.0%,38.5%,70.0%,13.7%,71.4%,
Oklahoma,Arent Casey,30,0.439,40.0%,70.0%,57.1%,41.7%,30.0%,0.0%,---,0.0%,---,---,13.3%,100.0%,
Oklahoma,Honore Barry,12,0.457,41.7%,33.3%,75.0%,33.3%,66.7%,25.0%,50.0%,0.0%,---,---,58.3%,57.1%,
