Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
UMKC,Robinson Broderick,117,0.533,50.9%,7.7%,22.2%,0.0%,23.1%,29.6%,0.0%,69.2%,40.7%,87.9%,29.1%,67.6%,
UMKC,Clark Duane,98,0.481,50.0%,48.0%,63.8%,60.0%,52.0%,37.3%,42.1%,0.0%,---,---,30.6%,33.3%,
UMKC,Tillman Darnell,79,0.639,65.8%,89.9%,67.6%,66.7%,10.1%,50.0%,25.0%,0.0%,---,---,41.8%,51.5%,
UMKC,Harrison Martez,66,0.632,58.3%,45.5%,63.3%,5.3%,30.3%,45.0%,11.1%,24.2%,43.8%,28.6%,39.4%,84.6%,
UMKC,Leek Aleer,35,0.547,51.4%,28.6%,90.0%,33.3%,22.9%,37.5%,0.0%,48.6%,23.5%,100.0%,31.4%,72.7%,
UMKC,Giles Jordan,35,0.541,47.1%,28.6%,50.0%,60.0%,42.9%,46.7%,28.6%,28.6%,30.0%,100.0%,34.3%,91.7%,
UMKC,Leach Grant,20,0.547,55.0%,0.0%,---,---,15.0%,66.7%,0.0%,85.0%,35.3%,83.3%,30.0%,50.0%,
UMKC,Ross Broderick,10,0.228,15.0%,20.0%,0.0%,---,0.0%,---,---,80.0%,12.5%,100.0%,20.0%,100.0%,
UMKC,Total,1834,0.557,52.3%,32.7%,59.3%,34.6%,25.8%,37.6%,30.3%,41.5%,37.2%,82.3%,36.5%,71.6%,
Baylor,Motley Johnathan,378,0.571,52.9%,34.1%,73.6%,49.5%,58.2%,42.3%,43.0%,7.7%,27.6%,75.0%,45.0%,72.9%,
Baylor,Lecomte Manu,265,0.591,55.3%,10.2%,63.0%,17.6%,30.6%,39.5%,12.5%,59.2%,41.4%,93.8%,30.6%,81.5%,
Baylor,Lual-Acuil Jr. Jo,214,0.563,57.0%,41.1%,81.8%,68.1%,48.1%,36.9%,55.3%,10.7%,34.8%,100.0%,40.2%,50.0%,
Baylor,Freeman Al,185,0.591,54.3%,20.0%,62.2%,43.5%,25.4%,40.4%,26.3%,54.6%,38.6%,87.2%,38.9%,80.6%,
Baylor,Wainright Ishmail,156,0.498,48.1%,19.2%,76.7%,56.5%,26.9%,38.1%,37.5%,53.8%,28.6%,83.3%,22.4%,62.9%,
Baylor,Maston Terry,149,0.565,52.3%,25.5%,68.4%,65.4%,71.1%,49.1%,69.2%,3.4%,0.0%,---,30.9%,80.4%,
Baylor,Lindsey Jake,121,0.545,52.5%,22.3%,74.1%,30.0%,39.7%,31.2%,33.3%,38.0%,41.3%,94.7%,24.0%,69.0%,
Baylor,McClure King,107,0.573,54.7%,15.0%,87.5%,28.6%,22.4%,41.7%,30.0%,62.6%,34.3%,95.7%,28.0%,73.3%,
Baylor,Omot Nuni,81,0.530,48.8%,22.2%,61.1%,63.6%,27.2%,40.9%,66.7%,50.6%,31.7%,100.0%,24.7%,85.0%,
Baylor,Mitchell Wendell,59,0.537,50.0%,15.3%,44.4%,50.0%,35.6%,57.1%,50.0%,49.2%,31.0%,100.0%,32.2%,73.7%,
Baylor,Davis Jonathan,8,0.645,56.2%,25.0%,100.0%,0.0%,50.0%,25.0%,100.0%,25.0%,50.0%,100.0%,75.0%,83.3%,
Baylor,Total,1723,0.564,53.3%,24.4%,72.9%,51.5%,41.7%,41.4%,44.8%,33.9%,35.8%,91.9%,34.5%,72.1%,
Oral Roberts,Owens Albert,419,0.534,49.5%,42.0%,64.2%,52.2%,55.1%,39.0%,46.7%,2.9%,25.0%,100.0%,35.1%,72.8%,
Oral Roberts,Bradley Jalen,356,0.530,48.7%,17.4%,59.7%,37.8%,47.8%,40.6%,27.5%,34.8%,36.3%,93.3%,25.3%,84.4%,
Oral Roberts,Martin Kris,287,0.565,53.5%,12.2%,51.4%,16.7%,25.1%,36.1%,15.4%,62.7%,40.6%,80.8%,28.9%,74.7%,
Oral Roberts,Nzekwesi Emmanuel,262,0.505,48.5%,37.4%,60.2%,54.2%,36.3%,40.0%,36.8%,26.3%,29.0%,95.0%,22.5%,66.1%,
Oral Roberts,Young Aaron,141,0.559,50.7%,23.4%,54.5%,11.1%,18.4%,38.5%,10.0%,58.2%,35.4%,96.6%,29.8%,88.1%,
Oral Roberts,Anderson Aaron,140,0.613,55.0%,47.9%,58.2%,28.2%,22.1%,45.2%,50.0%,30.0%,38.1%,87.5%,55.7%,80.8%,
Oral Roberts,Miller Chris,89,0.484,46.1%,31.5%,57.1%,25.0%,68.5%,41.0%,28.0%,0.0%,---,---,19.1%,70.6%,
Oral Roberts,Harris Darian,55,0.605,57.3%,16.4%,55.6%,40.0%,16.4%,44.4%,75.0%,67.3%,40.5%,100.0%,23.6%,84.6%,
Oral Roberts,Harris Jontray,41,0.571,58.5%,19.5%,62.5%,40.0%,9.8%,100.0%,25.0%,70.7%,34.5%,100.0%,41.5%,47.1%,
Oral Roberts,McDaniel Dezmond,23,0.397,39.1%,30.4%,14.3%,0.0%,34.8%,25.0%,50.0%,34.8%,50.0%,100.0%,8.7%,50.0%,
Oral Roberts,Gilliam Isaac,7,0.357,35.7%,0.0%,---,---,28.6%,50.0%,0.0%,71.4%,20.0%,0.0%,0.0%,---,
Oral Roberts,Total,1820,0.541,50.4%,28.7%,59.5%,41.5%,39.0%,39.9%,35.0%,32.3%,36.7%,89.8%,30.1%,75.9%,
Columbia,Smith Mike,324,0.506,46.1%,29.9%,51.5%,20.0%,38.6%,32.8%,19.5%,31.5%,38.2%,69.2%,25.9%,82.1%,
Columbia,Petrasek Luke,305,0.590,55.6%,33.8%,66.0%,61.8%,28.2%,43.0%,48.6%,38.0%,37.1%,95.3%,28.2%,80.2%,
Columbia,Hickman Nate,256,0.523,47.5%,35.2%,51.1%,47.8%,21.9%,30.4%,17.6%,43.0%,35.5%,82.1%,39.5%,74.3%,
Columbia,Adlesh Quinton,132,0.552,54.5%,21.2%,46.4%,38.5%,12.1%,31.2%,40.0%,66.7%,40.9%,97.2%,12.1%,62.5%,
Columbia,Coby Jeff,132,0.498,45.1%,54.5%,55.6%,55.0%,37.9%,30.0%,33.3%,7.6%,30.0%,100.0%,39.4%,71.2%,
Columbia,Killingsworth Jake,98,0.494,48.0%,29.6%,55.2%,62.5%,20.4%,35.0%,28.6%,50.0%,32.7%,93.8%,13.3%,69.2%,
Columbia,Meisner Lukas,84,0.561,57.1%,35.7%,70.0%,61.9%,10.7%,33.3%,66.7%,53.6%,35.6%,100.0%,28.6%,45.8%,
Columbia,Davis CJ,72,0.518,50.7%,41.7%,46.7%,42.9%,22.2%,56.2%,55.6%,36.1%,34.6%,100.0%,20.8%,60.0%,
Columbia,Hunter Rodney,54,0.439,44.4%,61.1%,60.6%,50.0%,31.5%,23.5%,25.0%,7.4%,0.0%,---,20.4%,36.4%,
Columbia,Tape Patrick,45,0.569,53.3%,66.7%,63.3%,73.7%,33.3%,33.3%,80.0%,0.0%,---,---,44.4%,70.0%,
Columbia,Voss Conor,35,0.600,60.0%,85.7%,60.0%,77.8%,14.3%,60.0%,66.7%,0.0%,---,---,60.0%,57.1%,
Columbia,McComber Chris,35,0.565,61.4%,42.9%,73.3%,90.9%,0.0%,---,---,57.1%,35.0%,100.0%,34.3%,25.0%,
Columbia,Jackson Kendall,9,0.568,50.0%,22.2%,50.0%,0.0%,33.3%,66.7%,100.0%,44.4%,25.0%,100.0%,77.8%,71.4%,
Columbia,Panayiotou Andrew,9,0.580,55.6%,33.3%,33.3%,100.0%,11.1%,100.0%,100.0%,55.6%,40.0%,100.0%,11.1%,100.0%,
Columbia,Barba Peter,8,0.250,25.0%,25.0%,100.0%,100.0%,12.5%,0.0%,---,62.5%,0.0%,---,0.0%,---,
Columbia,Sica John,6,0.072,0.0%,50.0%,0.0%,---,0.0%,---,---,50.0%,0.0%,---,33.3%,50.0%,
Columbia,ASHLEYDENNIS,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Columbia,GORDONJACK,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Columbia,JOHNSONTAYLOR,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Columbia,Total,1604,0.532,50.2%,37.2%,57.0%,53.2%,26.2%,35.5%,36.9%,36.6%,35.9%,89.1%,29.0%,70.8%,
Northern Ariz.,DeBerry Marcus,327,0.443,41.1%,8.6%,57.1%,50.0%,29.1%,31.6%,43.3%,62.4%,28.9%,78.0%,19.0%,75.8%,
Northern Ariz.,Martin Jordyn,308,0.568,54.4%,50.0%,62.3%,61.5%,43.8%,43.0%,41.4%,6.2%,47.4%,88.9%,35.4%,67.9%,
Northern Ariz.,Green Mike,272,0.512,48.9%,19.9%,50.0%,22.2%,26.8%,34.2%,16.0%,53.3%,37.2%,74.1%,17.6%,75.0%,
Northern Ariz.,Kaluna Ako,252,0.536,50.2%,40.5%,58.8%,50.0%,32.9%,38.6%,40.6%,26.6%,34.3%,95.7%,37.3%,69.1%,
Northern Ariz.,Anderson Jojo,138,0.555,47.5%,29.7%,51.2%,4.8%,22.5%,41.9%,30.8%,47.8%,31.8%,95.2%,93.5%,69.8%,
Northern Ariz.,Bowling Chris,114,0.345,31.1%,22.8%,34.6%,44.4%,23.7%,25.9%,42.9%,53.5%,21.3%,92.3%,16.7%,73.7%,
Northern Ariz.,Neely Jaleni,97,0.439,35.1%,29.9%,44.8%,23.1%,23.7%,13.0%,0.0%,46.4%,26.7%,75.0%,46.4%,80.0%,
Northern Ariz.,DE,86,0.563,56.4%,4.7%,25.0%,0.0%,5.8%,20.0%,100.0%,89.5%,40.3%,96.8%,7.0%,50.0%,
Northern Ariz.,DeBisschop Brooks,75,0.500,47.3%,56.0%,57.1%,66.7%,22.7%,23.5%,75.0%,21.3%,31.2%,100.0%,56.0%,57.1%,
Northern Ariz.,Rivera-Vega Felix,46,0.522,54.3%,37.0%,70.6%,41.7%,10.9%,20.0%,0.0%,52.2%,33.3%,100.0%,21.7%,30.0%,
Northern Ariz.,Thomas Isaiah,40,0.593,57.5%,70.0%,71.4%,65.0%,30.0%,25.0%,66.7%,0.0%,---,---,60.0%,62.5%,
Northern Ariz.,Seck Aziz,35,0.329,34.3%,65.7%,34.8%,50.0%,31.4%,36.4%,25.0%,2.9%,0.0%,---,45.7%,25.0%,
Northern Ariz.,Brown Corey,31,0.476,45.2%,58.1%,72.2%,61.5%,41.9%,7.7%,0.0%,0.0%,---,---,32.3%,60.0%,
Northern Ariz.,Stanley Steven,11,0.720,63.6%,63.6%,85.7%,83.3%,36.4%,25.0%,100.0%,0.0%,---,---,81.8%,88.9%,
Northern Ariz.,Ndiaye Omar,2,0.606,50.0%,50.0%,100.0%,0.0%,0.0%,---,---,50.0%,0.0%,---,50.0%,100.0%,
Northern Ariz.,MUSOKOCHRISTIAN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Northern Ariz.,Total,1834,0.505,47.0%,31.3%,57.0%,49.5%,29.1%,34.3%,37.7%,39.6%,32.4%,85.1%,34.0%,68.3%,
La.-Monroe,McDaniel Sam,325,0.478,44.2%,18.8%,65.6%,32.5%,45.8%,36.2%,46.3%,35.4%,28.7%,75.8%,27.1%,72.7%,
La.-Monroe,Munnings Travis,322,0.526,50.8%,39.8%,61.7%,57.0%,19.3%,27.4%,58.8%,41.0%,34.1%,97.8%,28.0%,63.3%,
La.-Monroe,Coppola Nick,250,0.506,48.0%,17.6%,45.5%,15.0%,28.8%,38.9%,3.6%,53.6%,35.8%,89.6%,24.8%,69.4%,
La.-Monroe,Washington Marcus,213,0.510,47.2%,47.4%,64.4%,46.2%,31.9%,27.9%,36.8%,20.7%,25.0%,90.9%,28.6%,75.4%,
La.-Monroe,Jean-Pierre Marvin,196,0.556,53.1%,36.2%,69.0%,38.8%,40.8%,38.8%,9.7%,23.0%,35.6%,87.5%,34.7%,67.6%,
La.-Monroe,Harris Jordon,168,0.551,54.2%,16.1%,51.9%,28.6%,18.5%,35.5%,9.1%,65.5%,40.0%,77.3%,8.9%,73.3%,
La.-Monroe,Martin Wade,83,0.437,42.2%,12.0%,40.0%,25.0%,27.7%,43.5%,30.0%,60.2%,28.0%,100.0%,7.2%,83.3%,
La.-Monroe,Alabakis Sam,74,0.510,50.0%,59.5%,61.4%,70.4%,40.5%,33.3%,70.0%,0.0%,---,---,40.5%,53.3%,
La.-Monroe,Cooper Prince,49,0.589,63.3%,34.7%,64.7%,54.5%,46.9%,60.9%,42.9%,18.4%,44.4%,75.0%,26.5%,23.1%,
La.-Monroe,Taylor Roderick,43,0.373,37.2%,46.5%,45.0%,44.4%,53.5%,30.4%,57.1%,0.0%,---,---,32.6%,35.7%,
La.-Monroe,Sandifer Ramses,16,0.307,21.9%,37.5%,16.7%,100.0%,31.2%,20.0%,0.0%,31.2%,20.0%,100.0%,25.0%,100.0%,
La.-Monroe,Richard Lance,6,0.750,75.0%,0.0%,---,---,0.0%,---,---,100.0%,50.0%,100.0%,0.0%,---,
La.-Monroe,Total,1745,0.510,48.7%,30.3%,60.3%,45.5%,32.4%,35.7%,33.2%,37.2%,33.7%,87.2%,25.8%,66.5%,
Winthrop,Johnson Keon,476,0.594,53.5%,20.4%,52.6%,5.9%,30.3%,42.4%,9.8%,49.4%,40.4%,53.7%,39.5%,86.7%,
Winthrop,Cooks Xavier,373,0.564,53.1%,30.8%,67.0%,29.9%,41.8%,44.9%,11.4%,27.3%,33.3%,79.4%,41.0%,69.9%,
Winthrop,Broman Anders,192,0.627,60.7%,9.4%,61.1%,45.5%,17.7%,41.2%,21.4%,72.9%,43.6%,98.4%,16.7%,84.4%,
Winthrop,Perkins Roderick,185,0.550,54.3%,20.0%,59.5%,13.6%,12.4%,34.8%,12.5%,67.6%,37.6%,95.7%,22.2%,58.5%,
Winthrop,Broman Bjorn,148,0.529,50.7%,4.7%,42.9%,33.3%,11.5%,35.3%,0.0%,83.8%,35.5%,79.5%,18.2%,74.1%,
Winthrop,Davenport Josh,130,0.531,45.0%,37.7%,61.2%,33.3%,54.6%,38.0%,33.3%,7.7%,10.0%,100.0%,66.9%,74.7%,
Winthrop,Prescott Tevin,114,0.598,58.8%,54.4%,69.4%,74.4%,44.7%,47.1%,41.7%,0.9%,0.0%,---,33.3%,63.2%,
Winthrop,Okeke Duby,72,0.522,61.1%,76.4%,74.5%,70.7%,23.6%,17.6%,33.3%,0.0%,---,---,72.2%,25.0%,
Winthrop,Pickett Adam,64,0.561,50.0%,53.1%,61.8%,19.0%,17.2%,45.5%,20.0%,29.7%,21.1%,75.0%,56.2%,75.0%,
Winthrop,Ferguson Josh,59,0.543,48.3%,45.8%,66.7%,72.2%,20.3%,25.0%,33.3%,33.9%,25.0%,100.0%,45.8%,77.8%,
Winthrop,Poole Freddy,12,0.425,37.5%,16.7%,50.0%,100.0%,33.3%,50.0%,50.0%,50.0%,16.7%,100.0%,16.7%,100.0%,
Winthrop,Blake Kellen,10,0.548,55.0%,30.0%,66.7%,100.0%,50.0%,40.0%,0.0%,20.0%,50.0%,100.0%,20.0%,50.0%,
Winthrop,Hill Mitch,5,0.588,70.0%,40.0%,100.0%,50.0%,0.0%,---,---,60.0%,33.3%,100.0%,40.0%,0.0%,
Winthrop,Fisher Patrick,2,1.000,100.0%,100.0%,100.0%,0.0%,0.0%,---,---,0.0%,---,---,0.0%,---,
Winthrop,Sadlon Hunter,2,0.169,0.0%,0.0%,---,---,50.0%,0.0%,---,50.0%,0.0%,---,100.0%,50.0%,
Winthrop,Total,1844,0.570,53.7%,27.7%,63.5%,39.2%,29.6%,41.2%,18.2%,42.7%,37.3%,78.2%,37.4%,71.8%,
Georgia Tech,Lammers Ben,350,0.553,51.9%,52.0%,68.1%,71.0%,47.4%,33.7%,62.5%,0.6%,50.0%,100.0%,30.3%,75.5%,
Georgia Tech,Okogie Josh,338,0.544,48.1%,58.0%,49.5%,52.6%,24.6%,37.3%,32.3%,17.5%,39.0%,95.7%,56.2%,74.2%,
Georgia Tech,Jackson Tadric,286,0.524,51.6%,41.6%,58.0%,47.8%,26.6%,38.2%,44.8%,31.8%,36.3%,81.8%,27.6%,55.7%,
Georgia Tech,Stephens Quinton,266,0.474,43.4%,13.2%,57.1%,60.0%,33.8%,34.4%,54.8%,53.0%,30.5%,97.7%,30.8%,70.7%,
Georgia Tech,Heath Josh,140,0.495,46.1%,44.3%,58.1%,52.8%,30.0%,35.7%,20.0%,25.7%,25.0%,88.9%,27.9%,71.8%,
Georgia Tech,Moore Justin,119,0.448,44.1%,66.4%,50.6%,55.0%,25.2%,26.7%,25.0%,8.4%,30.0%,100.0%,36.1%,46.5%,
Georgia Tech,Heyward Corey,59,0.422,36.4%,33.9%,40.0%,62.5%,25.4%,20.0%,0.0%,40.7%,29.2%,85.7%,47.5%,64.3%,
Georgia Tech,Matthews Christian,39,0.526,46.2%,28.2%,36.4%,75.0%,35.9%,35.7%,40.0%,35.9%,42.9%,100.0%,51.3%,75.0%,
Georgia Tech,Gueye Abdoulaye,28,0.373,39.3%,42.9%,50.0%,33.3%,46.4%,38.5%,20.0%,10.7%,0.0%,---,21.4%,16.7%,
Georgia Tech,Ogbonda Sylvester,23,0.506,43.5%,52.2%,58.3%,100.0%,47.8%,27.3%,33.3%,0.0%,---,---,60.9%,71.4%,
Georgia Tech,McCormick Kellen,14,1.036,103.6%,0.0%,---,---,7.1%,100.0%,100.0%,92.9%,69.2%,100.0%,0.0%,---,
Georgia Tech,Price Jodan,10,0.250,25.0%,20.0%,50.0%,100.0%,10.0%,0.0%,---,70.0%,14.3%,100.0%,0.0%,---,
Georgia Tech,Rowland Rand,3,0.333,33.3%,33.3%,100.0%,100.0%,66.7%,0.0%,---,0.0%,---,---,0.0%,---,
Georgia Tech,Medlock Shaheed,3,0.333,33.3%,100.0%,33.3%,100.0%,0.0%,---,---,0.0%,---,---,0.0%,---,
Georgia Tech,Harris Norman,2,0.500,50.0%,0.0%,---,---,100.0%,50.0%,100.0%,0.0%,---,---,0.0%,---,
Georgia Tech,Total,1680,0.514,47.9%,43.7%,56.4%,59.2%,32.5%,34.4%,45.7%,23.8%,33.8%,92.6%,36.1%,68.4%,
Kent St.,Hall Jimmy,430,0.563,52.0%,41.2%,67.2%,34.5%,54.7%,42.6%,23.0%,4.2%,16.7%,66.7%,36.0%,77.4%,
Kent St.,Walker Jaylin,378,0.523,49.3%,15.1%,59.6%,38.2%,27.2%,41.7%,7.0%,57.7%,33.5%,87.7%,20.6%,78.2%,
Kent St.,Edwin Deon,311,0.551,50.6%,46.6%,57.2%,38.6%,23.2%,38.9%,17.9%,30.2%,33.0%,90.3%,41.8%,73.8%,
Kent St.,Peterson Mitch,160,0.458,43.4%,18.1%,55.2%,37.5%,23.1%,35.1%,30.8%,58.8%,28.7%,100.0%,19.4%,67.7%,
Kent St.,Zabo Kevin,158,0.453,41.5%,24.7%,48.7%,15.8%,23.4%,32.4%,0.0%,51.9%,28.0%,82.6%,24.7%,74.4%,
Kent St.,Ridenour Desmond,140,0.456,42.5%,35.7%,52.0%,42.3%,25.0%,48.6%,11.8%,39.3%,20.0%,72.7%,18.6%,76.9%,
Kent St.,Avery Jalen,114,0.519,47.4%,21.1%,29.2%,28.6%,19.3%,36.4%,0.0%,59.6%,38.2%,92.3%,36.8%,73.8%,
Kent St.,DE,105,0.466,41.9%,51.4%,51.9%,50.0%,47.6%,32.0%,43.8%,1.0%,0.0%,---,64.8%,58.8%,
Kent St.,Pippen Danny,75,0.477,44.7%,40.0%,46.7%,64.3%,24.0%,50.0%,66.7%,36.0%,25.9%,100.0%,42.7%,59.4%,
Kent St.,Walker Alonzo,50,0.533,54.0%,60.0%,56.7%,52.9%,28.0%,50.0%,57.1%,12.0%,33.3%,100.0%,46.0%,47.8%,
Kent St.,DeBerry Jerrelle,37,0.639,59.5%,13.5%,60.0%,66.7%,10.8%,25.0%,100.0%,75.7%,42.9%,91.7%,29.7%,90.9%,
Kent St.,Edwards Leo,21,0.410,42.9%,57.1%,58.3%,57.1%,42.9%,22.2%,0.0%,0.0%,---,---,9.5%,0.0%,
Kent St.,Hurley Rosel,6,0.309,33.3%,66.7%,50.0%,0.0%,16.7%,0.0%,---,16.7%,0.0%,---,16.7%,0.0%,
Kent St.,Fleming Jon,4,0.505,37.5%,0.0%,---,---,0.0%,---,---,100.0%,25.0%,100.0%,50.0%,100.0%,
Kent St.,ARMSTEADAARIC,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Kent St.,KIAPWAYFRANCIS,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Kent St.,Total,1989,0.517,48.0%,33.0%,57.2%,38.9%,32.0%,40.2%,21.5%,35.0%,31.0%,89.4%,32.2%,71.9%,
Detroit Mercy,Allen Corey,337,0.568,55.5%,21.4%,48.6%,31.4%,27.0%,38.5%,8.6%,51.6%,44.8%,83.3%,27.0%,63.7%,
Detroit Mercy,McFolley Josh,331,0.560,51.5%,28.1%,53.8%,16.0%,13.3%,31.8%,14.3%,58.6%,36.6%,70.4%,32.3%,81.3%,
Detroit Mercy,Hogan Jaleel,296,0.585,59.1%,60.1%,68.5%,46.7%,39.9%,44.9%,37.7%,0.0%,---,---,67.2%,53.8%,
Detroit Mercy,Jenkins Chris,246,0.530,46.1%,25.2%,54.8%,26.5%,43.1%,39.6%,38.1%,31.7%,32.1%,80.0%,42.3%,82.7%,
Detroit Mercy,Williams Jarod,149,0.523,47.7%,49.7%,52.7%,25.6%,21.5%,43.8%,14.3%,28.9%,27.9%,66.7%,43.6%,70.8%,
Detroit Mercy,Black Deshawndre,126,0.441,41.3%,19.0%,37.5%,11.1%,38.1%,27.1%,15.4%,42.9%,37.0%,85.0%,26.2%,63.6%,
Detroit Mercy,Blackshear Gerald,119,0.594,61.3%,60.5%,65.3%,55.3%,39.5%,55.3%,50.0%,0.0%,---,---,47.1%,48.2%,
Detroit Mercy,Long Cole,78,0.341,28.2%,32.1%,52.0%,38.5%,37.2%,20.7%,0.0%,30.8%,8.3%,50.0%,30.8%,70.8%,
Detroit Mercy,Robinson Patrick,77,0.673,65.6%,11.7%,66.7%,16.7%,5.2%,25.0%,0.0%,83.1%,45.3%,93.1%,13.0%,90.0%,
Detroit Mercy,Eichler Malik,37,0.582,58.1%,35.1%,53.8%,57.1%,35.1%,30.8%,75.0%,29.7%,63.6%,100.0%,48.6%,55.6%,
Detroit Mercy,Carter III Ed,30,0.216,16.7%,10.0%,33.3%,0.0%,33.3%,10.0%,0.0%,56.7%,11.8%,100.0%,16.7%,80.0%,
Detroit Mercy,Grant Matthew,22,0.406,36.4%,22.7%,40.0%,100.0%,27.3%,0.0%,---,50.0%,36.4%,50.0%,13.6%,100.0%,
Detroit Mercy,Foster-Smith Aaron,19,0.351,34.2%,36.8%,57.1%,25.0%,36.8%,14.3%,0.0%,26.3%,20.0%,100.0%,10.5%,50.0%,
Detroit Mercy,WALKERTEVONN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Detroit Mercy,HOLLAND_IILAVONE,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Detroit Mercy,Total,1867,0.541,51.2%,34.1%,57.9%,36.6%,29.7%,37.8%,29.0%,36.2%,37.2%,79.7%,38.4%,66.4%,
Weber St.,Senglin Jeremy,420,0.629,61.1%,21.2%,67.4%,16.7%,18.3%,35.1%,3.7%,60.5%,44.5%,61.9%,28.3%,72.3%,
Weber St.,John Cody,206,0.532,50.0%,37.9%,64.1%,32.0%,33.5%,42.0%,24.1%,28.6%,27.1%,81.2%,31.6%,70.8%,
Weber St.,Hill Kyndahl,199,0.572,50.3%,49.2%,65.3%,46.9%,48.7%,37.1%,52.8%,2.0%,0.0%,---,60.3%,77.5%,
Weber St.,Braxton Zach,186,0.603,60.8%,43.5%,76.5%,64.5%,56.5%,48.6%,37.3%,0.0%,---,---,55.9%,55.8%,
Weber St.,Richardson Ryan,173,0.582,56.6%,9.8%,64.7%,45.5%,17.3%,30.0%,33.3%,72.8%,41.3%,82.7%,18.5%,71.9%,
Weber St.,Harding Jerrick,140,0.634,56.1%,40.7%,68.4%,12.8%,19.3%,29.6%,12.5%,40.0%,37.5%,81.0%,58.6%,85.4%,
Weber St.,Baker Dusty,123,0.723,69.1%,22.8%,57.1%,25.0%,15.4%,31.6%,33.3%,61.8%,55.3%,90.5%,56.9%,80.0%,
Weber St.,Cannon Mckay,62,0.507,45.2%,16.1%,40.0%,0.0%,9.7%,50.0%,0.0%,74.2%,30.4%,78.6%,37.1%,78.3%,
Weber St.,Dallas Jordan,42,0.593,52.4%,64.3%,59.3%,62.5%,33.3%,42.9%,50.0%,2.4%,0.0%,---,64.3%,77.8%,
Weber St.,Gittens Richaud,35,0.567,54.3%,37.1%,61.5%,50.0%,17.1%,33.3%,50.0%,45.7%,37.5%,100.0%,22.9%,75.0%,
Weber St.,Morris Brenden,13,0.553,50.0%,46.2%,66.7%,75.0%,30.8%,25.0%,0.0%,23.1%,33.3%,100.0%,38.5%,80.0%,
Weber St.,Total,1599,0.602,56.9%,31.5%,66.3%,38.0%,28.4%,39.2%,31.5%,40.1%,41.3%,75.1%,41.0%,73.4%,
Maine,Myers Wesley,375,0.533,48.3%,43.5%,52.8%,29.1%,30.1%,38.9%,22.7%,26.4%,34.3%,64.7%,37.9%,77.5%,
Maine,Fleming Andrew,242,0.504,47.3%,52.1%,56.3%,40.8%,41.3%,36.0%,63.9%,6.6%,31.2%,100.0%,39.7%,63.5%,
Maine,Howard Austin,236,0.479,46.2%,17.4%,34.1%,28.6%,39.8%,40.4%,26.3%,42.8%,37.6%,84.2%,15.7%,67.6%,
Maine,Eze Vincent,152,0.474,45.4%,56.6%,54.7%,61.7%,43.4%,33.3%,27.3%,0.0%,---,---,69.7%,50.9%,
Maine,Bernstein Ryan,150,0.416,40.3%,25.3%,52.6%,5.0%,22.7%,26.5%,0.0%,52.0%,26.9%,85.7%,17.3%,53.8%,
Maine,Pirovic Marko,144,0.500,46.2%,42.4%,55.7%,55.9%,13.9%,35.0%,42.9%,43.8%,27.0%,100.0%,38.2%,67.3%,
Maine,Evans Danny,113,0.539,53.1%,24.8%,53.6%,60.0%,11.5%,46.2%,66.7%,63.7%,36.1%,96.2%,12.4%,64.3%,
Maine,Ashley Dennis,105,0.416,39.0%,11.4%,25.0%,0.0%,16.2%,29.4%,0.0%,72.4%,28.9%,95.5%,21.0%,63.6%,
Maine,Er Ilker,103,0.517,50.5%,19.4%,30.0%,50.0%,15.5%,25.0%,75.0%,65.0%,41.8%,89.3%,8.7%,77.8%,
Maine,McKennon Jaquan,97,0.437,40.7%,41.2%,50.0%,15.0%,37.1%,41.7%,0.0%,21.6%,14.3%,100.0%,33.0%,59.4%,
Maine,Stojiljkovic Ilija,76,0.420,39.5%,43.4%,57.6%,52.6%,10.5%,25.0%,100.0%,46.1%,17.1%,100.0%,17.1%,69.2%,
Maine,Calixte Aaron,37,0.483,44.6%,21.6%,75.0%,0.0%,27.0%,30.0%,0.0%,51.4%,26.3%,60.0%,13.5%,100.0%,
Maine,Melmed Garvey,19,0.591,57.9%,10.5%,100.0%,0.0%,10.5%,0.0%,---,78.9%,40.0%,100.0%,5.3%,100.0%,
Maine,Ward C.J.,4,0.375,37.5%,25.0%,0.0%,---,0.0%,---,---,75.0%,33.3%,100.0%,0.0%,---,
Maine,LEISSNERTANNER,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Maine,PIERRETIDELL,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Maine,Total,1853,0.488,46.0%,35.6%,52.0%,38.5%,28.5%,36.1%,31.9%,35.9%,31.9%,86.8%,30.1%,65.4%,
