Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
Richmond,Smithen Kadeem,13,0.381,38.5%,23.1%,33.3%,100.0%,23.1%,33.3%,100.0%,53.8%,28.6%,100.0%,23.1%,33.3%,
Richmond,Fore Khwan,3,0.333,33.3%,33.3%,100.0%,100.0%,33.3%,0.0%,---,33.3%,0.0%,---,0.0%,---,
Richmond,Kirby Joe,2,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Richmond,Chu Zach,2,0.847,75.0%,0.0%,---,---,0.0%,---,---,100.0%,50.0%,100.0%,100.0%,100.0%,
Richmond,NATIONANDRE,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Richmond,Moran John,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Richmond,Total,1821,0.549,52.1%,29.2%,68.9%,46.2%,33.5%,38.9%,34.6%,37.3%,34.0%,94.8%,32.9%,69.0%,
Providence,Henton Ladontae,516,0.551,50.8%,34.7%,63.1%,65.5%,28.7%,35.8%,52.8%,36.6%,33.9%,93.8%,37.0%,75.9%,
Providence,Dunn Kris,390,0.546,50.9%,45.9%,57.0%,19.6%,34.4%,41.8%,12.5%,19.7%,35.1%,44.4%,44.1%,68.6%,
Providence,Harris Tyler,280,0.509,46.1%,42.1%,57.6%,50.0%,30.4%,32.9%,64.3%,27.5%,28.6%,95.5%,38.9%,73.4%,
Providence,Bentil Ben,172,0.512,46.2%,59.3%,51.0%,67.3%,23.3%,35.0%,64.3%,17.4%,30.0%,100.0%,47.7%,69.5%,
Providence,Desrosiers Carson,167,0.522,46.7%,47.3%,53.2%,71.4%,43.7%,37.0%,70.4%,9.0%,40.0%,83.3%,47.9%,72.5%,
Providence,Cartwright Kyron,121,0.438,39.7%,28.1%,55.9%,26.3%,44.6%,42.6%,30.4%,27.3%,12.1%,75.0%,25.6%,74.2%,
Providence,Lindsey Jalen,119,0.498,49.2%,13.4%,56.2%,66.7%,7.6%,33.3%,66.7%,79.0%,33.0%,100.0%,15.1%,55.6%,
Providence,Chukwu Paschal,50,0.652,66.0%,90.0%,71.1%,75.0%,10.0%,20.0%,0.0%,0.0%,---,---,80.0%,60.0%,
Providence,Lomomba Junior,46,0.433,34.8%,39.1%,50.0%,33.3%,37.0%,23.5%,75.0%,23.9%,18.2%,100.0%,69.6%,65.6%,
Providence,Bancroft Ted,16,0.543,53.1%,12.5%,50.0%,0.0%,0.0%,---,---,87.5%,35.7%,100.0%,43.8%,57.1%,
Providence,Woodring Casey,7,0.214,21.4%,14.3%,0.0%,---,14.3%,0.0%,---,71.4%,20.0%,100.0%,0.0%,---,
Providence,Planek Tom,4,0.365,25.0%,50.0%,50.0%,0.0%,50.0%,0.0%,---,0.0%,---,---,150.0%,50.0%,
Providence,Chambers Tyree,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Providence,Total,1889,0.526,48.4%,41.0%,57.8%,51.6%,30.1%,36.8%,44.5%,28.9%,31.3%,87.1%,40.7%,70.7%,
Louisville,Rozier Terry,521,0.509,45.7%,26.9%,55.0%,20.8%,43.0%,39.7%,6.7%,30.1%,30.6%,91.7%,33.8%,79.0%,
Louisville,Harrell Montrezl,376,0.588,57.8%,48.7%,80.9%,58.8%,41.5%,35.9%,41.1%,9.8%,24.3%,88.9%,50.8%,59.7%,
Louisville,Blackshear Wayne,334,0.533,48.5%,20.7%,65.2%,51.1%,25.1%,32.1%,22.2%,54.2%,33.1%,98.3%,35.3%,78.0%,
Louisville,Jones Chris,301,0.496,44.4%,16.6%,64.0%,12.5%,45.2%,31.6%,11.6%,38.2%,33.9%,76.9%,40.5%,73.0%,
Louisville,Snider Quentin,152,0.429,41.1%,19.7%,53.3%,12.5%,36.2%,32.7%,11.1%,44.1%,28.4%,100.0%,25.0%,55.3%,
Louisville,Gill Anton,85,0.415,41.8%,18.8%,56.2%,44.4%,30.6%,38.5%,10.0%,50.6%,25.6%,90.9%,22.4%,36.8%,
Louisville,Mathiang Mangok,80,0.416,38.8%,47.5%,52.6%,55.0%,52.5%,26.2%,54.5%,0.0%,---,---,67.5%,48.1%,
Louisville,Onuaku Chinanu,73,0.596,61.6%,69.9%,78.4%,60.0%,30.1%,22.7%,20.0%,0.0%,---,---,41.1%,46.7%,
Louisville,Aaron Shaqquan,42,0.327,32.1%,9.5%,50.0%,50.0%,35.7%,26.7%,25.0%,54.8%,21.7%,100.0%,11.9%,40.0%,
Louisville,Johnson Jaylen,27,0.494,50.0%,55.6%,60.0%,66.7%,40.7%,27.3%,33.3%,3.7%,100.0%,100.0%,18.5%,40.0%,
Louisville,Mahmoud Anas,25,0.570,52.0%,64.0%,50.0%,50.0%,36.0%,55.6%,40.0%,0.0%,---,---,48.0%,75.0%,
Louisville,Levitch David,15,0.520,40.0%,20.0%,0.0%,---,13.3%,0.0%,---,66.7%,40.0%,100.0%,113.3%,70.6%,
Louisville,Gilbert Trent,6,0.500,50.0%,0.0%,---,---,16.7%,0.0%,---,83.3%,40.0%,100.0%,0.0%,---,
Louisville,Avare Dillon,5,0.311,20.0%,20.0%,100.0%,0.0%,0.0%,---,---,80.0%,0.0%,---,60.0%,66.7%,
Louisville,Stockman Matz,5,0.336,40.0%,40.0%,50.0%,0.0%,60.0%,33.3%,100.0%,0.0%,---,---,40.0%,0.0%,
Louisville,Agau Akoy,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Louisville,Total,2048,0.512,47.7%,30.2%,66.0%,44.6%,38.4%,34.6%,20.2%,31.4%,30.7%,91.9%,38.7%,66.8%,
Davidson,Kalinoski Tyler,410,0.597,57.7%,26.8%,58.2%,48.4%,20.7%,42.4%,47.2%,52.4%,42.3%,89.0%,18.5%,78.9%,
Davidson,Sullivan Brian,342,0.540,51.3%,11.7%,52.5%,19.0%,19.9%,44.1%,16.7%,68.4%,35.5%,81.9%,21.1%,76.4%,
Davidson,Gibbs Jack,261,0.639,58.2%,31.4%,61.0%,16.0%,19.9%,40.4%,9.5%,48.7%,42.5%,87.0%,45.2%,85.6%,
Davidson,Barham Jordan,251,0.614,60.6%,68.9%,68.2%,50.8%,24.3%,36.1%,40.9%,6.8%,47.1%,100.0%,40.2%,62.4%,
Davidson,Aldridge Peyton,241,0.567,55.0%,24.9%,68.3%,53.7%,29.0%,38.6%,51.9%,46.1%,38.7%,97.7%,22.0%,69.8%,
Davidson,Michelsen Oskar,156,0.532,51.6%,16.7%,53.8%,85.7%,9.0%,35.7%,100.0%,74.4%,35.3%,100.0%,16.7%,69.2%,
Davidson,Ekwu Nathan,85,0.458,46.5%,57.6%,55.1%,44.4%,32.9%,28.6%,62.5%,9.4%,37.5%,100.0%,43.5%,40.5%,
Davidson,McAuliffe Andrew,70,0.550,57.1%,58.6%,65.9%,55.6%,41.4%,44.8%,53.8%,0.0%,---,---,32.9%,39.1%,
Davidson,Watkins Jordan,53,0.587,55.7%,20.8%,54.5%,0.0%,24.5%,30.8%,25.0%,54.7%,44.8%,100.0%,43.4%,69.6%,
Davidson,Belford Jake,33,0.589,56.1%,48.5%,62.5%,70.0%,21.2%,57.1%,0.0%,30.3%,30.0%,100.0%,33.3%,72.7%,
Davidson,Mackay Ali,6,0.759,75.0%,66.7%,75.0%,33.3%,0.0%,---,---,33.3%,50.0%,100.0%,66.7%,75.0%,
Davidson,Reigel Rusty,5,0.200,20.0%,20.0%,100.0%,0.0%,20.0%,0.0%,---,60.0%,0.0%,---,0.0%,---,
Davidson,Giamoukis Manu,4,0.375,37.5%,0.0%,---,---,25.0%,0.0%,---,75.0%,33.3%,100.0%,0.0%,---,
Davidson,Perkey Connor,3,0.886,83.3%,0.0%,---,---,66.7%,50.0%,100.0%,33.3%,100.0%,100.0%,66.7%,100.0%,
Davidson,Faines Kamau,2,0.800,125.0%,0.0%,---,---,50.0%,100.0%,0.0%,50.0%,100.0%,100.0%,250.0%,40.0%,
Davidson,Williams Matt,2,0.508,50.0%,100.0%,50.0%,0.0%,0.0%,---,---,0.0%,---,---,100.0%,50.0%,
Davidson,ALIE-COXMO,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Davidson,Total,1924,0.578,55.6%,32.0%,62.3%,44.9%,22.5%,39.8%,38.4%,45.6%,39.1%,90.4%,28.7%,70.5%,
Savannah St.,Fenner Alante,261,0.470,43.7%,52.5%,49.6%,17.6%,23.4%,36.1%,13.6%,24.1%,25.4%,81.2%,34.1%,64.0%,
Savannah St.,Hall Terel,227,0.544,48.7%,64.8%,59.9%,13.6%,26.9%,29.5%,22.2%,8.4%,15.8%,66.7%,57.3%,71.5%,
Savannah St.,Muhammad Saadiq,177,0.482,46.9%,81.9%,51.0%,59.5%,17.5%,29.0%,66.7%,0.6%,0.0%,---,46.3%,51.2%,
Savannah St.,Jenkins Javaris,169,0.445,42.0%,22.5%,50.0%,57.9%,24.9%,23.8%,50.0%,52.7%,31.5%,96.4%,23.1%,64.1%,
Savannah St.,Bryant Demarcus,161,0.449,43.8%,8.1%,46.2%,33.3%,15.5%,36.0%,33.3%,76.4%,30.1%,89.2%,5.0%,87.5%,
Savannah St.,Pinkett Khalen,149,0.410,39.6%,54.4%,51.9%,21.4%,31.5%,23.4%,9.1%,14.1%,19.0%,50.0%,40.9%,45.9%,
Savannah St.,Pearson Brian,142,0.602,64.1%,73.2%,70.2%,52.1%,26.8%,47.4%,22.2%,0.0%,---,---,44.4%,39.7%,
Savannah St.,Norman Jamal,135,0.409,39.3%,52.6%,47.9%,44.1%,24.4%,21.2%,57.1%,23.0%,25.8%,87.5%,39.3%,47.2%,
Savannah St.,Francis Treyvon,78,0.264,24.4%,28.2%,50.0%,45.5%,21.8%,11.8%,50.0%,50.0%,10.3%,100.0%,19.2%,46.7%,
Savannah St.,Richards Keierre,55,0.346,28.2%,38.2%,28.6%,33.3%,38.2%,38.1%,50.0%,23.6%,7.7%,100.0%,32.7%,72.2%,
Savannah St.,Champaigne Hikeem,38,0.515,52.6%,73.7%,64.3%,50.0%,26.3%,20.0%,0.0%,0.0%,---,---,36.8%,42.9%,
Savannah St.,Carter Whitley,18,0.377,30.6%,22.2%,25.0%,0.0%,11.1%,0.0%,---,66.7%,25.0%,100.0%,22.2%,100.0%,
Savannah St.,Malhi Karandeep,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Savannah St.,Hagan Tyler,1,1.000,100.0%,100.0%,100.0%,100.0%,0.0%,---,---,0.0%,---,---,0.0%,---,
Savannah St.,Total,1612,0.466,44.2%,50.4%,54.3%,36.3%,24.1%,29.9%,30.2%,25.6%,25.2%,88.5%,35.7%,57.6%,
North Florida,Moore Dallas,423,0.576,55.6%,41.6%,64.2%,22.1%,22.7%,36.5%,11.4%,35.7%,38.4%,60.3%,22.0%,73.1%,
North Florida,Beech Beau,339,0.578,54.9%,17.4%,52.5%,48.4%,16.2%,47.3%,42.3%,66.4%,38.2%,88.4%,23.3%,79.7%,
North Florida,Davenport Chris,249,0.611,56.6%,63.5%,64.6%,58.8%,21.3%,34.0%,16.7%,15.3%,36.8%,100.0%,54.6%,74.3%,
North Florida,Nesbitt Jalen,218,0.597,53.2%,56.0%,54.9%,35.8%,9.6%,33.3%,14.3%,34.4%,37.3%,92.9%,83.0%,72.4%,
North Florida,Daniels Demarcus,201,0.587,56.0%,40.8%,70.7%,50.0%,32.3%,35.4%,8.7%,26.9%,38.9%,100.0%,40.3%,69.1%,
North Florida,Mackey Trent,200,0.667,64.0%,5.5%,72.7%,50.0%,5.0%,30.0%,33.3%,89.5%,43.6%,97.4%,23.0%,87.0%,
North Florida,Banks Romelo,144,0.494,47.9%,56.9%,61.0%,76.0%,43.1%,30.6%,47.4%,0.0%,---,---,54.2%,52.6%,
North Florida,Bodager Aaron,43,0.501,48.8%,2.3%,100.0%,0.0%,4.7%,100.0%,50.0%,93.0%,30.0%,75.0%,9.3%,75.0%,
North Florida,Wilson Devin,28,0.647,60.7%,39.3%,27.3%,33.3%,10.7%,66.7%,50.0%,50.0%,57.1%,100.0%,85.7%,70.8%,
North Florida,Driscoll Chase,4,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
North Florida,Total,1849,0.586,55.5%,38.0%,61.7%,45.3%,19.8%,36.8%,24.4%,42.2%,39.1%,86.9%,39.0%,72.0%,
Missouri St.,Ruder Austin,248,0.486,45.2%,4.4%,54.5%,50.0%,29.0%,30.6%,50.0%,66.5%,33.9%,87.5%,17.3%,86.0%,
Missouri St.,Williams Dorrian,205,0.429,39.3%,12.7%,53.8%,57.1%,61.0%,37.6%,8.5%,26.3%,24.1%,76.9%,22.9%,72.3%,
Missouri St.,Thurman Gavin,175,0.422,40.9%,8.6%,60.0%,33.3%,53.7%,42.6%,30.0%,37.7%,22.7%,100.0%,10.3%,66.7%,
Missouri St.,Boone Camyn,174,0.593,56.3%,42.0%,72.6%,66.0%,58.0%,44.6%,51.1%,0.0%,---,---,55.7%,67.0%,
Missouri St.,Marshall Marcus,173,0.639,58.1%,5.8%,80.0%,50.0%,46.2%,42.5%,32.4%,48.0%,47.0%,64.1%,38.2%,90.9%,
Missouri St.,Gerring Loomis,145,0.421,36.9%,26.9%,46.2%,77.8%,60.7%,35.2%,54.8%,12.4%,16.7%,100.0%,35.9%,69.2%,
Missouri St.,Kendrix Chris,126,0.559,48.8%,24.6%,74.2%,43.5%,27.0%,29.4%,50.0%,48.4%,31.1%,94.7%,64.3%,75.3%,
Missouri St.,Roundtree Shawn,107,0.355,32.2%,18.7%,45.0%,22.2%,40.2%,34.9%,13.3%,41.1%,15.9%,100.0%,25.2%,59.3%,
Missouri St.,Kirk Christian,96,0.544,52.1%,25.0%,70.8%,64.7%,75.0%,45.8%,36.4%,0.0%,---,---,39.6%,63.2%,
Missouri St.,McCullough Tyler,93,0.491,45.2%,31.2%,55.2%,62.5%,68.8%,40.6%,46.2%,0.0%,---,---,29.0%,74.1%,
Missouri St.,Thompson Robin,11,0.401,27.3%,45.5%,40.0%,100.0%,54.5%,16.7%,100.0%,0.0%,---,---,100.0%,63.6%,
Missouri St.,Mvouika Ron,9,0.505,50.0%,55.6%,60.0%,0.0%,11.1%,0.0%,---,33.3%,33.3%,100.0%,44.4%,50.0%,
Missouri St.,Maes Cameron,3,0.000,0.0%,0.0%,---,---,33.3%,0.0%,---,66.7%,0.0%,---,0.0%,---,
Missouri St.,Total,1565,0.497,45.5%,18.4%,61.8%,57.3%,49.9%,38.9%,36.2%,31.7%,30.8%,83.7%,32.7%,73.2%,
Vanderbilt,LaChance Riley,337,0.573,53.4%,13.4%,71.1%,31.2%,35.3%,41.2%,34.7%,51.3%,38.2%,89.4%,23.4%,87.3%,
Vanderbilt,Jones Damian,331,0.580,56.3%,53.2%,67.0%,66.9%,45.3%,44.7%,44.8%,1.5%,20.0%,100.0%,67.1%,59.9%,
Vanderbilt,Fisher-Davis Matthew,228,0.517,50.7%,5.3%,16.7%,50.0%,17.1%,17.9%,71.4%,77.6%,40.1%,95.8%,9.2%,71.4%,
Vanderbilt,Baldwin IV Wade,221,0.599,54.5%,31.2%,56.5%,41.0%,26.7%,28.8%,17.6%,42.1%,46.2%,83.7%,47.1%,79.8%,
Vanderbilt,Kornet Luke,214,0.633,61.2%,21.5%,73.9%,79.4%,20.1%,51.2%,54.5%,58.4%,40.0%,100.0%,25.7%,76.4%,
Vanderbilt,Siakam James,158,0.683,63.3%,72.2%,76.3%,71.3%,25.9%,24.4%,80.0%,1.9%,66.7%,100.0%,93.7%,75.7%,
Vanderbilt,Mitchell Shelton,123,0.451,39.4%,48.0%,52.5%,12.9%,26.8%,21.2%,0.0%,25.2%,22.6%,100.0%,39.8%,71.4%,
Vanderbilt,Roberson Jeff,103,0.581,55.8%,44.7%,58.7%,48.1%,23.3%,33.3%,0.0%,32.0%,45.5%,86.7%,62.1%,62.5%,
Vanderbilt,Henderson Josh,44,0.518,50.0%,27.3%,75.0%,77.8%,68.2%,43.3%,69.2%,4.5%,0.0%,---,29.5%,61.5%,
Vanderbilt,Moats Shelby,7,0.533,57.1%,71.4%,80.0%,25.0%,14.3%,0.0%,---,14.3%,0.0%,---,71.4%,40.0%,
Vanderbilt,IVWADE,6,0.144,0.0%,0.0%,---,---,16.7%,0.0%,---,83.3%,0.0%,---,33.3%,100.0%,
Vanderbilt,Watkins Nathan,2,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Vanderbilt,Mcgloin Philip,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Vanderbilt,Josephs Carter,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,0.0%,
Vanderbilt,Total,1775,0.578,54.4%,32.9%,65.6%,57.4%,30.4%,37.0%,42.0%,36.7%,39.2%,92.5%,43.0%,70.8%,
Washington St.,Lacy Davonte,370,0.544,48.6%,18.4%,60.3%,39.0%,27.8%,41.7%,27.9%,53.8%,32.2%,89.1%,45.4%,76.8%,
Washington St.,Hawkinson Josh,318,0.573,50.8%,34.6%,71.8%,77.2%,55.3%,42.6%,84.0%,10.1%,15.6%,100.0%,42.1%,85.1%,
Washington St.,Iroegbu Ike,199,0.541,48.7%,42.2%,48.8%,19.5%,23.1%,43.5%,15.0%,34.7%,34.8%,75.0%,46.7%,74.2%,
Washington St.,Railey Jordan,163,0.520,53.4%,70.6%,61.7%,53.5%,29.4%,33.3%,6.2%,0.0%,---,---,40.5%,42.4%,
Washington St.,Kernich-Drew Dexter,162,0.570,54.6%,24.7%,45.0%,38.9%,16.0%,34.6%,33.3%,59.3%,42.7%,95.1%,19.8%,78.1%,
Washington St.,Johnson Que,155,0.531,47.7%,23.9%,54.1%,40.0%,26.5%,29.3%,33.3%,49.7%,36.4%,100.0%,31.0%,85.4%,
Washington St.,Boese Brett,119,0.521,52.1%,3.4%,75.0%,66.7%,16.8%,40.0%,75.0%,79.8%,35.8%,97.1%,5.0%,50.0%,
Washington St.,Redding Ny,83,0.531,42.2%,37.3%,45.2%,21.4%,32.5%,44.4%,8.3%,30.1%,24.0%,66.7%,73.5%,80.3%,
Washington St.,Longrus Junior,36,0.440,47.2%,77.8%,53.6%,53.3%,22.2%,25.0%,0.0%,0.0%,---,---,75.0%,33.3%,
Washington St.,Dunbar Trevor,22,0.261,27.3%,50.0%,27.3%,0.0%,22.7%,0.0%,---,27.3%,33.3%,100.0%,9.1%,0.0%,
Washington St.,Cheatum Aaron,14,0.284,28.6%,64.3%,22.2%,50.0%,28.6%,50.0%,0.0%,7.1%,0.0%,---,107.1%,26.7%,
Washington St.,Davis Jackie,12,0.196,16.7%,25.0%,66.7%,0.0%,8.3%,0.0%,---,66.7%,0.0%,---,58.3%,28.6%,
Washington St.,WARDLOWEVAN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Washington St.,WILLIAMS-GOSSNIGEL,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Washington St.,Total,1653,0.534,49.2%,32.7%,57.2%,49.2%,30.6%,39.4%,46.7%,36.8%,33.6%,91.2%,39.9%,71.8%,
N.C. Central,McDonald Anthony,330,0.588,56.5%,12.1%,65.0%,23.1%,3.9%,23.1%,33.3%,83.9%,37.9%,89.5%,20.6%,77.9%,
N.C. Central,Parks Jordan,321,0.675,67.0%,78.5%,71.8%,70.2%,16.5%,47.2%,40.0%,5.0%,37.5%,100.0%,39.3%,66.7%,
N.C. Central,Holmes Dante,302,0.501,48.7%,34.1%,57.3%,32.2%,20.2%,26.2%,25.0%,45.7%,34.8%,85.4%,27.5%,57.8%,
N.C. Central,Hilliard Nimrod,263,0.602,54.6%,41.4%,53.2%,10.3%,28.5%,48.0%,5.6%,30.0%,41.8%,66.7%,37.6%,86.9%,
N.C. Central,Jawara Karamo,201,0.536,50.0%,34.8%,60.0%,50.0%,33.3%,35.8%,41.7%,31.8%,35.9%,91.3%,35.8%,70.8%,
N.C. Central,Ingram Jeremiah,85,0.587,55.3%,71.8%,63.9%,59.0%,17.6%,33.3%,40.0%,10.6%,22.2%,100.0%,116.5%,61.6%,
N.C. Central,Ferguson Jamal,74,0.502,45.9%,54.1%,57.5%,56.5%,43.2%,34.4%,36.4%,2.7%,0.0%,---,44.6%,66.7%,
N.C. Central,Hood Enoch,43,0.486,48.8%,72.1%,54.8%,76.5%,27.9%,33.3%,75.0%,0.0%,---,---,51.2%,45.5%,
N.C. Central,Maxey Nate,22,0.594,63.6%,86.4%,73.7%,71.4%,13.6%,0.0%,---,0.0%,---,---,95.5%,47.6%,
N.C. Central,Crawford II Kevin,15,0.726,66.7%,80.0%,75.0%,11.1%,20.0%,33.3%,0.0%,0.0%,---,---,60.0%,88.9%,
N.C. Central,Madison Rashaun,11,0.273,27.3%,27.3%,0.0%,---,0.0%,---,---,72.7%,25.0%,50.0%,0.0%,---,
N.C. Central,McAllister Marius,1,1.000,100.0%,100.0%,100.0%,100.0%,0.0%,---,---,0.0%,---,---,0.0%,---,
N.C. Central,BATTSJERIMYJAH,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
N.C. Central,CEPHASTAARIQ,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
N.C. Central,Total,1668,0.579,55.3%,44.4%,63.3%,51.2%,20.0%,37.4%,28.8%,35.6%,36.9%,85.4%,37.9%,68.5%,
Akron,Cheatham Jr. Kwan,272,0.474,45.8%,19.5%,54.7%,31.0%,25.4%,31.9%,50.0%,55.1%,32.7%,95.9%,16.5%,64.4%,
Akron,Forsythe Pat,236,0.573,56.1%,69.5%,63.4%,57.7%,28.4%,40.3%,29.6%,2.1%,20.0%,100.0%,45.8%,59.3%,
Akron,Ibitayo Deji,233,0.582,53.2%,49.8%,56.0%,16.9%,6.9%,12.5%,0.0%,43.3%,37.6%,86.8%,51.9%,74.4%,
Akron,Robotham Noah,222,0.513,47.7%,28.8%,42.2%,22.2%,21.2%,40.4%,21.1%,50.0%,36.0%,65.0%,27.0%,75.0%,
Akron,Jackson Antino,214,0.469,44.4%,28.0%,48.3%,6.9%,15.0%,28.1%,0.0%,57.0%,31.1%,55.3%,17.3%,73.0%,
Akron,McAdams Reggie,189,0.613,60.1%,6.9%,69.2%,22.2%,9.5%,38.9%,28.6%,83.6%,41.1%,92.3%,12.2%,78.3%,
Akron,Evans Nyles,157,0.494,47.8%,31.8%,46.0%,8.7%,7.6%,33.3%,25.0%,60.5%,33.7%,62.5%,14.6%,69.6%,
Akron,Kretzer Jake,143,0.592,54.9%,11.9%,76.5%,30.8%,6.3%,11.1%,100.0%,81.8%,36.8%,97.7%,24.5%,91.4%,
Akron,Johnson Isaiah,135,0.508,48.1%,85.9%,52.6%,45.9%,14.1%,21.1%,0.0%,0.0%,---,---,68.9%,55.9%,
Akron,Jackson Aaron,85,0.425,42.9%,20.0%,47.1%,50.0%,15.3%,23.1%,33.3%,64.7%,30.9%,88.2%,22.4%,36.8%,
Akron,Gladden B.J.,70,0.459,42.9%,72.9%,47.1%,25.0%,8.6%,0.0%,---,18.6%,30.8%,100.0%,51.4%,55.6%,
Akron,Walters Malcolm,11,0.270,22.7%,27.3%,33.3%,0.0%,9.1%,0.0%,---,63.6%,14.3%,100.0%,72.7%,37.5%,
Akron,Treadwell Demetrius,7,0.508,57.1%,85.7%,66.7%,75.0%,14.3%,0.0%,---,0.0%,---,---,85.7%,33.3%,
Akron,Hill Jr. Ricardo,4,0.303,25.0%,50.0%,50.0%,0.0%,0.0%,---,---,50.0%,0.0%,---,50.0%,50.0%,
Akron,Noble Mark,4,0.000,0.0%,50.0%,0.0%,---,25.0%,0.0%,---,25.0%,0.0%,---,25.0%,0.0%,
Akron,SANDIFERJABARI,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Akron,Total,1982,0.523,49.8%,37.0%,54.2%,34.4%,15.7%,31.5%,28.6%,47.3%,35.0%,82.3%,31.1%,65.8%,
Bowling Green,Holmes Richaun,280,0.621,58.9%,57.1%,68.8%,51.8%,28.2%,39.2%,41.9%,14.6%,39.0%,87.5%,53.9%,70.9%,
Bowling Green,Clarke Jehvon,276,0.540,50.4%,29.0%,55.0%,27.3%,30.8%,41.2%,20.0%,40.2%,36.0%,77.5%,24.6%,80.9%,
Bowling Green,Denny Zack,242,0.539,50.4%,23.1%,50.0%,25.0%,26.9%,38.5%,44.0%,50.0%,38.0%,93.5%,21.1%,84.3%,
Bowling Green,Henderson Anthony,210,0.593,58.3%,20.5%,69.8%,33.3%,29.0%,45.9%,32.1%,50.5%,40.6%,95.3%,26.2%,63.6%,
Bowling Green,Parker Spencer,208,0.502,44.7%,51.4%,52.3%,35.7%,20.7%,30.2%,69.2%,27.9%,27.6%,75.0%,43.3%,73.3%,
Bowling Green,Dickerson Delvin,168,0.464,45.2%,29.8%,60.0%,60.0%,28.6%,33.3%,31.2%,41.7%,28.6%,85.0%,23.2%,53.8%,
Bowling Green,Joseph David,164,0.377,32.3%,34.1%,42.9%,8.3%,35.4%,24.1%,7.1%,30.5%,20.0%,90.0%,19.5%,90.6%,
Bowling Green,Austin Jovan,93,0.481,42.5%,39.8%,45.9%,17.6%,37.6%,34.3%,8.3%,22.6%,33.3%,71.4%,62.4%,63.8%,
Bowling Green,Gomez Josh,37,0.550,54.1%,48.6%,77.8%,71.4%,51.4%,31.6%,83.3%,0.0%,---,---,32.4%,58.3%,
Bowling Green,Mayleben Garrett,25,0.320,32.0%,40.0%,50.0%,60.0%,8.0%,0.0%,---,52.0%,15.4%,100.0%,0.0%,---,
Bowling Green,Tisdale JD,15,0.346,23.3%,26.7%,50.0%,100.0%,20.0%,0.0%,---,53.3%,12.5%,100.0%,73.3%,63.6%,
Bowling Green,Orr Chauncey,12,0.441,45.8%,50.0%,66.7%,50.0%,8.3%,0.0%,---,41.7%,20.0%,100.0%,8.3%,0.0%,
Bowling Green,Lyshe Damarkeo,11,0.310,27.3%,27.3%,0.0%,---,18.2%,0.0%,---,54.5%,33.3%,100.0%,36.4%,50.0%,
Bowling Green,Fox Matt,9,0.333,33.3%,0.0%,---,---,11.1%,0.0%,---,88.9%,25.0%,100.0%,0.0%,---,
Bowling Green,Busuttil Brandon,3,0.333,33.3%,33.3%,100.0%,100.0%,0.0%,---,---,66.7%,0.0%,---,0.0%,---,
Bowling Green,Total,1753,0.523,48.7%,36.0%,57.8%,40.3%,28.6%,35.9%,33.9%,35.4%,33.2%,87.4%,32.6%,71.5%,
Eastern Mich.,Lee Raven,429,0.574,52.4%,29.8%,60.9%,30.8%,24.9%,39.3%,7.1%,45.2%,36.1%,71.4%,39.9%,79.5%,
Eastern Mich.,Ward Karrington,371,0.513,48.0%,29.4%,69.7%,53.9%,31.0%,28.7%,39.4%,39.6%,31.3%,93.5%,31.0%,70.4%,
Eastern Mich.,Talley Mike,302,0.551,49.0%,51.3%,53.5%,18.1%,14.6%,31.8%,0.0%,34.1%,33.0%,41.2%,65.9%,70.9%,
Eastern Mich.,Price Jodan,181,0.390,37.8%,2.2%,25.0%,0.0%,23.2%,28.6%,50.0%,74.6%,27.4%,91.9%,7.2%,69.2%,
Eastern Mich.,Okoloji Anali,172,0.475,41.6%,45.9%,46.8%,32.4%,32.0%,38.2%,9.5%,22.1%,23.7%,88.9%,38.4%,75.8%,
Eastern Mich.,Bond Tim,130,0.484,46.9%,44.6%,51.7%,50.0%,32.3%,38.1%,18.8%,23.1%,33.3%,90.0%,25.4%,57.6%,
