Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
Georgia Tech,Heyward Corey,35,0.389,37.1%,37.1%,15.4%,50.0%,22.9%,25.0%,0.0%,40.0%,42.9%,83.3%,37.1%,46.2%,
Georgia Tech,Morris Jason,29,0.319,32.8%,24.1%,71.4%,40.0%,27.6%,0.0%,---,48.3%,21.4%,100.0%,17.2%,20.0%,
Georgia Tech,Sampson Robert,16,0.594,59.4%,18.8%,33.3%,0.0%,43.8%,57.1%,100.0%,37.5%,50.0%,100.0%,0.0%,---,
Georgia Tech,Jorgenson Travis,16,0.451,37.5%,31.2%,60.0%,0.0%,37.5%,0.0%,---,31.2%,40.0%,100.0%,37.5%,83.3%,
Georgia Tech,Doyle Brooks,9,0.389,38.9%,0.0%,---,---,33.3%,66.7%,100.0%,66.7%,16.7%,100.0%,0.0%,---,
Georgia Tech,Wamer Ron,4,0.553,50.0%,50.0%,100.0%,50.0%,0.0%,---,---,50.0%,0.0%,---,75.0%,66.7%,
Georgia Tech,Peek Aaron,3,0.333,33.3%,33.3%,100.0%,100.0%,33.3%,0.0%,---,33.3%,0.0%,---,0.0%,---,
Georgia Tech,STACEY,2,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,100.0%,0.0%,
Georgia Tech,MITCHELLCHARLES,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Georgia Tech,Total,1847,0.512,47.8%,33.6%,60.3%,50.0%,36.7%,36.7%,40.6%,29.7%,31.5%,85.0%,34.4%,68.4%,
Kent St.,Brewer Kris,323,0.496,44.1%,24.5%,43.0%,8.8%,37.2%,41.7%,4.0%,38.4%,31.5%,59.0%,37.8%,76.2%,
Kent St.,Goodson Darren,277,0.460,43.0%,30.7%,50.6%,34.9%,35.4%,37.8%,5.4%,33.9%,27.7%,96.2%,29.2%,64.2%,
Kent St.,Jackson Derek,269,0.554,52.0%,34.2%,56.5%,26.9%,20.1%,35.2%,10.5%,45.7%,37.4%,78.3%,31.6%,74.1%,
Kent St.,Manley Devareaux,243,0.570,53.7%,12.3%,43.3%,15.4%,10.7%,30.8%,0.0%,77.0%,39.0%,87.7%,24.3%,81.4%,
Kent St.,Thomas Kellon,154,0.559,50.3%,37.0%,56.1%,6.2%,31.2%,35.4%,5.9%,31.8%,38.8%,94.7%,44.8%,78.3%,
Kent St.,Henniger Mark,135,0.664,61.5%,79.3%,68.2%,72.6%,20.7%,35.7%,30.0%,0.0%,---,---,63.0%,78.8%,
Kent St.,Ortiz Chris,111,0.463,44.6%,49.5%,50.9%,46.4%,24.3%,40.7%,36.4%,26.1%,24.1%,100.0%,25.2%,57.1%,
Kent St.,Spicer Khaliq,99,0.530,56.6%,78.8%,61.5%,81.2%,21.2%,38.1%,0.0%,0.0%,---,---,48.5%,35.4%,
Kent St.,Simmons K.K.,94,0.592,54.8%,29.8%,53.6%,20.0%,16.0%,33.3%,20.0%,54.3%,41.2%,76.2%,29.8%,85.7%,
Kent St.,Tabb Melvin,40,0.491,47.5%,47.5%,52.6%,30.0%,52.5%,42.9%,66.7%,0.0%,---,---,95.0%,50.0%,
Kent St.,Carter Devin,29,0.370,29.3%,31.0%,44.4%,0.0%,31.0%,33.3%,33.3%,37.9%,9.1%,100.0%,34.5%,80.0%,
Kent St.,Lawrence Marquiez,10,0.485,50.0%,80.0%,50.0%,50.0%,20.0%,50.0%,100.0%,0.0%,---,---,50.0%,40.0%,
Kent St.,Scott Tyler,2,0.169,0.0%,100.0%,0.0%,---,0.0%,---,---,0.0%,---,---,100.0%,50.0%,
Kent St.,HALLTJ,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Kent St.,Total,1786,0.531,49.4%,36.3%,54.9%,41.9%,26.3%,38.0%,12.9%,37.4%,34.7%,81.9%,37.0%,70.3%,
Marquette,Wilson Jamil,318,0.509,47.8%,23.6%,58.7%,40.9%,45.6%,41.4%,51.7%,30.8%,32.7%,100.0%,33.3%,67.0%,
Marquette,Gardner Davante,301,0.602,53.2%,46.8%,69.5%,62.2%,47.8%,41.0%,71.2%,5.3%,12.5%,100.0%,66.8%,78.1%,
Marquette,Mayo Todd,228,0.588,51.5%,31.6%,72.2%,34.6%,35.5%,34.6%,46.4%,32.9%,33.3%,84.0%,56.6%,81.4%,
Marquette,Thomas Jake,207,0.555,52.9%,5.3%,45.5%,100.0%,11.6%,16.7%,75.0%,83.1%,39.0%,91.0%,22.2%,76.1%,
Marquette,Burton Deonte,182,0.518,48.9%,43.4%,67.1%,56.6%,52.2%,31.6%,63.3%,4.4%,50.0%,75.0%,37.4%,64.7%,
Marquette,Wilson Derrick,156,0.409,39.4%,57.7%,50.0%,11.1%,33.3%,28.8%,13.3%,9.0%,7.1%,100.0%,55.1%,44.2%,
Marquette,Otule Chris,110,0.587,59.1%,66.4%,61.6%,53.3%,33.6%,54.1%,90.0%,0.0%,---,---,90.9%,55.0%,
Marquette,Anderson Juan,98,0.444,40.3%,52.0%,56.9%,31.0%,21.4%,14.3%,33.3%,26.5%,19.2%,100.0%,26.5%,73.1%,
Marquette,Johnson Jajuan,79,0.528,50.0%,30.4%,66.7%,31.2%,30.4%,41.7%,50.0%,39.2%,29.0%,100.0%,19.0%,80.0%,
Marquette,Taylor Jr. Steve,68,0.372,33.8%,48.5%,45.5%,80.0%,32.4%,22.7%,100.0%,19.1%,15.4%,100.0%,26.5%,61.1%,
Marquette,Dawson John,50,0.435,39.0%,8.0%,50.0%,50.0%,40.0%,35.0%,14.3%,52.0%,26.9%,100.0%,22.0%,81.8%,
Marquette,Flood Dylan,3,0.333,33.3%,66.7%,50.0%,100.0%,0.0%,---,---,33.3%,0.0%,---,0.0%,---,
Marquette,COLLINSCHRIS,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Marquette,Total,1800,0.529,48.7%,36.4%,61.8%,46.7%,36.9%,36.2%,58.1%,26.7%,32.1%,92.9%,44.8%,69.0%,
Weber St.,Berry Davion,351,0.632,55.1%,28.8%,66.3%,17.9%,26.5%,37.6%,22.9%,44.7%,38.9%,72.1%,72.4%,82.3%,
Weber St.,Tresnak Kyle,244,0.617,59.4%,49.6%,74.4%,68.9%,50.4%,44.7%,36.4%,0.0%,---,---,38.5%,70.2%,
Weber St.,Senglin Jeremy,241,0.605,57.3%,22.8%,58.2%,31.2%,13.7%,39.4%,30.8%,63.5%,40.5%,88.7%,33.6%,76.5%,
Weber St.,Richardson Jordan,185,0.522,49.5%,6.5%,25.0%,66.7%,13.5%,48.0%,33.3%,80.0%,34.5%,88.2%,29.2%,68.5%,
Weber St.,Bolomboy Joel,170,0.564,49.1%,54.1%,65.2%,53.3%,45.3%,28.6%,18.2%,0.6%,100.0%,100.0%,75.9%,72.9%,
Weber St.,Gittens Richaud,160,0.543,51.2%,48.8%,55.1%,25.6%,30.6%,30.6%,33.3%,20.6%,48.5%,100.0%,50.0%,63.8%,
Weber St.,Hill Kyndahl,101,0.579,54.0%,46.5%,66.0%,67.7%,37.6%,34.2%,76.9%,15.8%,43.8%,100.0%,48.5%,71.4%,
Weber St.,Williams Royce,48,0.587,56.2%,16.7%,62.5%,60.0%,10.4%,20.0%,100.0%,72.9%,40.0%,100.0%,25.0%,75.0%,
Weber St.,Fulton Byron,30,0.674,70.0%,13.3%,100.0%,50.0%,23.3%,71.4%,20.0%,63.3%,42.1%,100.0%,13.3%,25.0%,
Weber St.,Fuller Josh,9,0.791,77.8%,55.6%,80.0%,75.0%,0.0%,---,---,44.4%,50.0%,100.0%,55.6%,80.0%,
Weber St.,Hajek James,2,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,250.0%,0.0%,
Weber St.,Total,1541,0.592,54.7%,33.9%,64.8%,46.6%,29.3%,37.8%,33.3%,36.7%,39.2%,86.5%,49.8%,74.1%,
Maine,Pollard Xavier,297,0.519,48.8%,40.7%,65.3%,26.6%,37.7%,37.5%,23.8%,21.5%,25.0%,62.5%,30.3%,70.0%,
Maine,Coronel Dimitry,253,0.462,43.7%,41.9%,51.9%,56.4%,20.9%,22.6%,16.7%,37.2%,30.9%,86.2%,32.4%,59.8%,
Maine,Valjarevic Zarko,234,0.605,59.6%,9.4%,54.5%,25.0%,24.4%,47.4%,37.0%,66.2%,43.2%,83.6%,15.4%,69.4%,
Maine,Lawton Shaun,182,0.487,42.0%,59.9%,51.4%,26.8%,16.5%,13.3%,0.0%,23.6%,25.6%,81.8%,58.8%,69.2%,
Maine,Gloger Till,165,0.583,55.2%,49.1%,66.7%,81.5%,50.9%,44.0%,75.7%,0.0%,---,---,35.8%,72.9%,
Maine,Reid-Knight Troy,129,0.550,50.0%,32.6%,40.5%,23.5%,21.7%,46.4%,30.8%,45.7%,39.0%,95.7%,40.3%,76.9%,
Maine,Mackey Ethan,115,0.585,59.1%,67.0%,67.5%,55.8%,33.0%,42.1%,68.8%,0.0%,---,---,22.6%,50.0%,
Maine,Beal Garet,105,0.479,43.3%,26.7%,53.6%,33.3%,27.6%,48.3%,28.6%,45.7%,22.9%,90.9%,32.4%,73.5%,
Maine,Cato Kilian,86,0.518,51.2%,18.6%,50.0%,50.0%,19.8%,35.3%,50.0%,61.6%,37.7%,95.0%,11.6%,60.0%,
Maine,Pirovic Marko,62,0.503,45.2%,46.8%,65.5%,57.9%,11.3%,42.9%,66.7%,41.9%,15.4%,100.0%,62.9%,64.1%,
Maine,Ejiga Christian,50,0.480,44.0%,82.0%,48.8%,55.0%,18.0%,22.2%,0.0%,0.0%,---,---,44.0%,63.6%,
Maine,Micovic Stefan,18,0.388,33.3%,72.2%,46.2%,66.7%,27.8%,0.0%,---,0.0%,---,---,61.1%,54.5%,
Maine,Nissen Erik,16,0.666,59.4%,50.0%,75.0%,66.7%,37.5%,33.3%,100.0%,12.5%,50.0%,100.0%,56.2%,88.9%,
Maine,Total,1712,0.526,49.6%,40.5%,57.6%,46.6%,27.7%,37.5%,42.7%,31.8%,33.5%,85.7%,33.7%,67.8%,
Sam Houston St.,Ransom Kaheem,305,0.530,46.9%,40.7%,40.3%,36.0%,10.5%,28.1%,66.7%,48.9%,37.6%,73.2%,53.8%,73.2%,
Sam Houston St.,Peters Jabari,300,0.536,46.7%,31.0%,49.5%,32.6%,26.3%,24.1%,15.8%,42.7%,39.1%,84.0%,78.7%,68.6%,
Sam Houston St.,Motley Terrance,229,0.554,53.3%,41.0%,56.4%,43.4%,55.9%,49.2%,79.4%,3.1%,57.1%,100.0%,36.7%,64.3%,
Sam Houston St.,Baxter Paul,227,0.605,59.9%,37.9%,65.1%,35.7%,14.1%,34.4%,9.1%,48.0%,42.2%,76.1%,33.9%,61.0%,
Sam Houston St.,Thomas James,201,0.548,50.7%,56.2%,61.1%,62.3%,43.3%,37.9%,63.6%,0.5%,0.0%,---,76.1%,62.7%,
Sam Houston St.,Henderson Dakarai,155,0.558,54.5%,13.5%,57.1%,58.3%,21.3%,33.3%,63.6%,65.2%,40.6%,97.6%,24.5%,63.2%,
Sam Houston St.,Holyfield Michael,149,0.625,63.8%,86.6%,67.4%,56.3%,13.4%,40.0%,62.5%,0.0%,---,---,48.3%,54.2%,
Sam Houston St.,Mason Nathaniel,112,0.551,51.3%,36.6%,53.7%,72.7%,38.4%,44.2%,73.7%,25.0%,39.3%,100.0%,45.5%,68.6%,
Sam Houston St.,Bond Will,106,0.600,56.6%,11.3%,66.7%,62.5%,3.8%,25.0%,0.0%,84.9%,37.8%,97.1%,16.0%,100.0%,
Sam Houston St.,Majauskas Aurimas,71,0.637,59.2%,74.6%,64.2%,64.7%,16.9%,41.7%,80.0%,8.5%,33.3%,100.0%,73.2%,73.1%,
Sam Houston St.,McKinney Marquel,34,0.507,45.6%,41.2%,57.1%,87.5%,11.8%,0.0%,---,47.1%,31.2%,100.0%,70.6%,62.5%,
Sam Houston St.,McCormick Mitch,3,0.833,83.3%,33.3%,100.0%,100.0%,0.0%,---,---,66.7%,50.0%,100.0%,0.0%,---,
Sam Houston St.,McLeroy Kyle,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,100.0%,0.0%,
Sam Houston St.,MINTONDONNELL,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Sam Houston St.,Lopez Jesse,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Sam Houston St.,HAGOODTRE,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Sam Houston St.,Total,1894,0.562,52.8%,41.2%,57.1%,50.7%,25.0%,37.8%,62.0%,33.7%,39.1%,85.6%,51.2%,66.8%,
Kansas,Wiggins Andrew,422,0.563,49.9%,36.5%,63.6%,45.9%,33.6%,33.8%,20.8%,29.9%,34.1%,76.7%,53.8%,77.5%,
Kansas,Ellis Perry,317,0.606,56.2%,54.3%,65.1%,60.7%,40.4%,42.2%,53.7%,5.4%,47.1%,100.0%,47.9%,76.3%,
Kansas,Selden Jr. Wayne,277,0.532,51.3%,24.5%,69.1%,44.7%,29.2%,39.5%,28.1%,46.2%,32.8%,88.1%,32.1%,62.9%,
Kansas,Tharpe Naadir,218,0.576,53.4%,18.8%,53.7%,13.6%,28.9%,47.6%,10.0%,52.3%,37.7%,65.1%,30.7%,82.1%,
Kansas,Embiid Joel,171,0.655,62.9%,66.7%,76.3%,67.8%,30.4%,36.5%,68.4%,2.9%,20.0%,100.0%,83.6%,68.5%,
Kansas,Mason Frank,151,0.517,47.7%,46.4%,50.0%,34.3%,17.2%,38.5%,20.0%,36.4%,32.7%,55.6%,47.0%,66.2%,
Kansas,Black Tarik,107,0.680,69.2%,88.8%,73.7%,68.6%,10.3%,36.4%,50.0%,0.9%,0.0%,---,51.4%,60.0%,
Kansas,Traylor Jamari,92,0.680,67.4%,70.7%,78.5%,56.9%,29.3%,40.7%,45.5%,0.0%,---,---,65.2%,66.7%,
Kansas,Frankamp Conner,64,0.487,46.1%,6.2%,75.0%,33.3%,18.8%,33.3%,25.0%,75.0%,31.2%,80.0%,15.6%,80.0%,
Kansas,Greene Brannen,52,0.541,48.1%,17.3%,77.8%,42.9%,25.0%,23.1%,66.7%,57.7%,33.3%,100.0%,36.5%,84.2%,
Kansas,White III Andrew,34,0.554,55.9%,23.5%,75.0%,33.3%,2.9%,100.0%,0.0%,73.5%,32.0%,100.0%,35.3%,50.0%,
Kansas,Lucas Landen,21,0.557,57.1%,71.4%,66.7%,80.0%,28.6%,33.3%,50.0%,0.0%,---,---,95.2%,50.0%,
Kansas,Manning Evan,4,0.404,37.5%,25.0%,0.0%,---,0.0%,---,---,75.0%,33.3%,100.0%,50.0%,50.0%,
Kansas,Roberts Niko,3,0.204,0.0%,33.3%,0.0%,---,0.0%,---,---,66.7%,0.0%,---,133.3%,50.0%,
Kansas,Wesley Justin,3,0.127,0.0%,0.0%,---,---,33.3%,0.0%,---,66.7%,0.0%,---,66.7%,50.0%,
Kansas,Garrett Christian,1,0.000,0.0%,100.0%,0.0%,---,0.0%,---,---,0.0%,---,---,200.0%,0.0%,
Kansas,HARTJOSH,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Kansas,Total,1937,0.580,54.2%,42.2%,67.0%,54.6%,29.1%,38.7%,35.3%,28.7%,34.0%,78.3%,48.3%,71.1%,
South Fla.,Rudd Victor,431,0.505,45.6%,36.7%,55.7%,40.9%,33.9%,40.4%,50.8%,29.5%,26.0%,87.9%,38.1%,73.8%,
South Fla.,Brock Martino,240,0.520,50.2%,57.1%,60.6%,50.6%,34.2%,40.2%,66.7%,8.8%,14.3%,100.0%,45.0%,57.4%,
South Fla.,Allen Jr Corey,236,0.507,44.1%,50.0%,50.8%,31.7%,19.9%,23.4%,0.0%,30.1%,31.0%,72.7%,43.6%,78.6%,
South Fla.,Perry Chris,222,0.522,50.5%,72.5%,54.0%,57.5%,27.5%,41.0%,68.0%,0.0%,---,---,49.1%,56.9%,
South Fla.,Egbunu John,151,0.585,58.9%,95.4%,61.8%,62.9%,4.0%,0.0%,---,0.7%,0.0%,---,72.8%,54.5%,
South Fla.,Hawkins Javontae,99,0.461,42.9%,37.4%,54.1%,45.0%,25.3%,24.0%,33.3%,37.4%,29.7%,100.0%,36.4%,61.1%,
South Fla.,McLendon Shemiye,94,0.372,35.1%,29.8%,46.4%,15.4%,55.3%,38.5%,50.0%,14.9%,0.0%,---,18.1%,58.8%,
South Fla.,Abdul-Aleem Musa,85,0.410,38.8%,14.1%,50.0%,50.0%,7.1%,50.0%,66.7%,78.8%,23.9%,93.8%,12.9%,72.7%,
South Fla.,LeDay Zach,85,0.510,42.9%,42.4%,47.2%,52.9%,44.7%,39.5%,60.0%,12.9%,27.3%,100.0%,58.8%,76.0%,
South Fla.,Heath Josh,47,0.414,36.2%,31.9%,53.3%,25.0%,48.9%,26.1%,16.7%,19.1%,22.2%,100.0%,27.7%,76.9%,
South Fla.,Collins Anthony,38,0.508,38.2%,18.4%,14.3%,0.0%,34.2%,23.1%,0.0%,47.4%,38.9%,14.3%,89.5%,76.5%,
South Fla.,Omogbehin Jordan,1,0.769,100.0%,100.0%,100.0%,100.0%,0.0%,---,---,0.0%,---,---,200.0%,50.0%,
South Fla.,Total,1729,0.503,46.2%,49.4%,55.4%,48.4%,28.9%,36.3%,51.4%,21.7%,25.8%,82.5%,43.8%,66.2%,
SMU,Moore Nic,343,0.616,56.9%,16.0%,56.4%,12.9%,35.9%,45.5%,26.8%,48.1%,43.6%,77.8%,39.9%,82.5%,
SMU,Kennedy Markus,341,0.550,53.5%,60.7%,69.6%,66.0%,37.8%,28.7%,43.2%,1.5%,20.0%,100.0%,46.3%,58.9%,
SMU,Russell Nick,292,0.525,46.2%,25.0%,61.6%,53.3%,42.5%,31.5%,23.1%,32.5%,35.8%,97.1%,41.4%,80.2%,
SMU,Frazier Keith,169,0.543,53.0%,14.2%,66.7%,56.2%,24.9%,28.6%,33.3%,60.9%,39.8%,90.2%,13.0%,72.7%,
SMU,Williams Shawn,157,0.530,53.2%,54.8%,68.6%,67.8%,36.3%,35.1%,70.0%,8.9%,21.4%,100.0%,28.7%,48.9%,
SMU,Moore Ben,137,0.625,61.3%,61.3%,70.2%,57.6%,38.7%,47.2%,40.0%,0.0%,---,---,70.8%,62.9%,
SMU,Brown Sterling,128,0.544,53.5%,39.8%,64.7%,39.4%,23.4%,33.3%,20.0%,36.7%,36.2%,94.1%,32.8%,57.1%,
SMU,Cunningham Cannen,126,0.627,58.7%,50.0%,74.6%,66.0%,46.0%,46.6%,63.0%,4.0%,0.0%,---,41.3%,78.8%,
SMU,Moreira Yanick,103,0.548,51.5%,52.4%,68.5%,75.7%,47.6%,32.7%,50.0%,0.0%,---,---,46.6%,66.7%,
SMU,Manuel Ryan,93,0.552,46.8%,64.5%,55.0%,78.8%,28.0%,23.1%,66.7%,7.5%,42.9%,100.0%,123.7%,66.1%,
SMU,Head Crandall,35,0.326,30.0%,48.6%,35.3%,83.3%,14.3%,0.0%,---,37.1%,23.1%,66.7%,20.0%,57.1%,
SMU,Mudiay Jean-Micheal,5,0.000,0.0%,40.0%,0.0%,---,20.0%,0.0%,---,40.0%,0.0%,---,40.0%,0.0%,
SMU,Dunleavy Jr. Kevin,5,0.336,40.0%,40.0%,100.0%,50.0%,0.0%,---,---,60.0%,0.0%,---,40.0%,0.0%,
SMU,Wilfong Jonathan,4,0.750,75.0%,25.0%,100.0%,100.0%,75.0%,66.7%,0.0%,0.0%,---,---,0.0%,---,
SMU,GRANBERRYJERRON,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
SMU,Total,1938,0.561,52.8%,40.2%,65.9%,60.6%,36.1%,35.7%,39.6%,23.7%,37.9%,86.8%,43.8%,68.3%,
Richmond,Anthony Kendall,429,0.533,48.3%,13.1%,66.1%,13.5%,32.9%,33.3%,31.9%,54.1%,35.3%,87.8%,31.7%,82.4%,
Richmond,Lindsay Cedrick,275,0.543,47.8%,31.6%,58.6%,5.9%,42.5%,39.3%,2.2%,25.8%,32.4%,52.2%,60.0%,73.3%,
Richmond,Allen Terry,257,0.556,52.9%,50.2%,64.3%,44.6%,35.4%,35.2%,37.5%,14.4%,37.8%,100.0%,37.7%,67.0%,
Richmond,Nelson-Ododa Alonzo,173,0.482,46.0%,34.7%,66.7%,52.5%,39.9%,29.0%,40.0%,25.4%,29.5%,100.0%,49.7%,54.7%,
Richmond,Jones Shawndre',153,0.557,51.0%,8.5%,30.8%,50.0%,33.3%,45.1%,8.7%,58.2%,38.2%,85.3%,26.8%,87.8%,
Richmond,Davis Trey,143,0.463,44.4%,51.0%,64.4%,34.0%,36.4%,23.1%,8.3%,12.6%,16.7%,100.0%,50.3%,51.4%,
Richmond,Sparrow Wayne,129,0.379,39.1%,27.9%,61.1%,22.7%,29.5%,31.6%,16.7%,42.6%,20.0%,100.0%,17.8%,21.7%,
Richmond,Taylor Deion,120,0.477,47.1%,25.8%,74.2%,56.5%,18.3%,36.4%,37.5%,55.8%,25.4%,94.1%,41.7%,48.0%,
Richmond,Williams Derrick,83,0.584,53.0%,49.4%,70.7%,58.6%,20.5%,17.6%,33.3%,30.1%,32.0%,87.5%,65.1%,72.2%,
Richmond,Jones Josh,14,0.535,57.1%,14.3%,50.0%,100.0%,14.3%,50.0%,100.0%,71.4%,40.0%,100.0%,28.6%,25.0%,
Richmond,Singleton Tim,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Richmond,Total,1777,0.517,48.1%,29.7%,63.8%,35.6%,33.8%,34.0%,22.5%,36.5%,32.2%,86.6%,41.0%,66.9%,
Providence,Cotton Bryce,549,0.565,48.9%,31.9%,55.4%,22.7%,29.9%,34.1%,16.1%,38.3%,36.7%,70.1%,48.3%,85.3%,
Providence,Henton Ladontae,377,0.551,50.9%,40.3%,57.2%,44.8%,24.1%,36.3%,48.5%,35.5%,35.8%,93.8%,37.7%,74.6%,
Providence,Batts Kadeem,339,0.508,44.1%,45.4%,48.7%,54.7%,50.1%,39.4%,88.1%,4.4%,33.3%,80.0%,51.6%,74.3%,
Providence,Harris Tyler,314,0.543,47.9%,47.5%,59.1%,44.3%,23.9%,25.3%,26.3%,28.7%,32.2%,93.1%,39.5%,83.9%,
Providence,Fortune Josh,244,0.552,52.9%,13.1%,50.0%,68.8%,21.3%,55.8%,44.8%,65.6%,35.0%,91.1%,19.3%,76.6%,
Providence,Desrosiers Carson,102,0.501,45.6%,52.0%,58.5%,61.3%,44.1%,31.1%,64.3%,3.9%,25.0%,100.0%,45.1%,67.4%,
Providence,Dunn Kris,19,0.367,31.6%,42.1%,62.5%,0.0%,47.4%,11.1%,0.0%,10.5%,0.0%,---,15.8%,100.0%,
Providence,Bancroft Ted,13,0.357,34.6%,0.0%,---,---,30.8%,75.0%,100.0%,69.2%,11.1%,100.0%,61.5%,37.5%,
Providence,Kofane Brice,12,0.563,58.3%,100.0%,58.3%,57.1%,0.0%,---,---,0.0%,---,---,116.7%,50.0%,
Providence,Goldsbrough Lee,11,0.279,18.2%,54.5%,33.3%,100.0%,36.4%,0.0%,---,9.1%,0.0%,---,63.6%,57.1%,
Providence,Woodring Casey,4,0.625,62.5%,0.0%,---,---,25.0%,100.0%,0.0%,75.0%,33.3%,100.0%,0.0%,---,
Providence,HARRISONANDREW,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Providence,Total,1984,0.539,48.3%,37.3%,55.1%,43.4%,31.0%,36.3%,51.1%,31.7%,34.7%,84.4%,41.9%,78.2%,
Louisville,Smith Russ,465,0.581,54.4%,37.6%,63.4%,25.2%,24.5%,35.1%,10.0%,37.8%,38.6%,80.9%,46.2%,71.2%,
Louisville,Harrell Montrezl,363,0.593,61.4%,66.9%,72.8%,61.6%,32.2%,36.8%,55.8%,0.8%,66.7%,50.0%,41.6%,46.4%,
Louisville,Hancock Luke,301,0.587,52.0%,20.6%,67.7%,40.5%,14.3%,32.6%,0.0%,65.1%,34.2%,89.6%,49.8%,82.7%,
Louisville,Jones Chris,296,0.507,46.8%,24.0%,50.7%,8.3%,37.5%,34.2%,10.5%,38.5%,37.7%,86.0%,26.7%,77.2%,
Louisville,Rozier Terry,223,0.515,48.9%,31.8%,50.7%,25.0%,26.5%,32.2%,21.1%,41.7%,38.7%,100.0%,23.3%,71.2%,
Louisville,Blackshear Wayne,207,0.573,53.4%,29.5%,55.7%,64.7%,17.4%,33.3%,16.7%,53.1%,39.1%,100.0%,40.6%,73.8%,
Louisville,Mathiang Mangok,84,0.536,50.0%,73.8%,56.5%,60.0%,26.2%,31.8%,71.4%,0.0%,---,---,70.2%,61.0%,
Louisville,Van Treese Stephan,66,0.637,64.4%,93.9%,64.5%,57.5%,3.0%,50.0%,100.0%,3.0%,50.0%,100.0%,42.4%,57.1%,
Louisville,Behanan Chane,49,0.580,61.2%,75.5%,73.0%,51.9%,24.5%,25.0%,0.0%,0.0%,---,---,85.7%,47.6%,
Louisville,Henderson Tim,45,0.522,51.1%,8.9%,100.0%,25.0%,17.8%,50.0%,50.0%,73.3%,30.3%,90.0%,13.3%,66.7%,
Louisville,Gill Anton,34,0.403,41.2%,14.7%,80.0%,0.0%,11.8%,25.0%,100.0%,73.5%,24.0%,100.0%,35.3%,33.3%,
Louisville,Ware Kevin,16,0.398,37.5%,50.0%,62.5%,20.0%,37.5%,16.7%,0.0%,12.5%,0.0%,---,37.5%,50.0%,
Louisville,Levitch David,15,0.426,36.7%,26.7%,0.0%,---,20.0%,33.3%,0.0%,53.3%,37.5%,100.0%,53.3%,62.5%,
Louisville,Agau Akoy,9,0.618,77.8%,66.7%,83.3%,40.0%,22.2%,100.0%,0.0%,11.1%,0.0%,---,111.1%,30.0%,
Louisville,Total,2173,0.561,53.4%,40.1%,63.8%,45.0%,24.8%,34.5%,25.3%,35.1%,36.6%,90.0%,41.5%,66.3%,
Davidson,Sullivan Brian,360,0.548,52.2%,14.7%,47.2%,8.0%,19.4%,40.0%,10.7%,65.8%,38.0%,82.2%,16.7%,83.3%,
Davidson,Brooks De'Mon,294,0.655,61.2%,48.6%,71.3%,40.2%,40.8%,47.5%,19.3%,10.5%,45.2%,92.9%,70.4%,74.4%,
Davidson,Czerapowicz Chris,260,0.500,47.3%,19.6%,66.7%,61.8%,40.4%,41.9%,22.7%,40.0%,28.8%,93.3%,23.5%,70.5%,
Davidson,Kalinoski Tyler,254,0.634,61.2%,30.3%,61.0%,36.2%,16.9%,39.5%,52.9%,52.8%,45.5%,95.1%,27.6%,75.7%,
Davidson,Droney Tom,226,0.585,54.0%,45.6%,59.2%,14.8%,19.0%,37.2%,12.5%,35.4%,37.5%,90.0%,48.2%,74.3%,
Davidson,Gibbs Jack,165,0.530,45.8%,33.9%,48.2%,3.7%,18.8%,35.5%,0.0%,47.3%,32.1%,76.0%,52.1%,77.9%,
Davidson,Barham Jordan,116,0.618,62.5%,67.2%,74.4%,46.6%,29.3%,38.2%,30.8%,3.4%,25.0%,100.0%,71.6%,56.6%,
Davidson,Belford Jake,97,0.680,66.5%,37.1%,77.8%,82.1%,25.8%,44.0%,45.5%,37.1%,47.2%,100.0%,28.9%,75.0%,
Davidson,McAuliffe Andrew,62,0.486,53.2%,41.9%,73.1%,57.9%,54.8%,41.2%,50.0%,3.2%,0.0%,---,33.9%,19.0%,
Davidson,Aase Joe,24,0.401,39.6%,16.7%,75.0%,66.7%,37.5%,22.2%,50.0%,45.8%,27.3%,100.0%,8.3%,50.0%,
Davidson,Mackay Ali,8,0.758,81.2%,62.5%,100.0%,60.0%,12.5%,0.0%,---,25.0%,50.0%,100.0%,50.0%,50.0%,
