Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
Texas St.,Naylor Cameron,228,0.524,48.9%,41.7%,62.1%,54.2%,53.5%,36.9%,68.9%,4.8%,45.5%,100.0%,39.9%,67.0%,
Texas St.,Black Ojai,189,0.474,42.3%,43.4%,63.4%,21.2%,39.7%,25.3%,47.4%,16.9%,18.8%,66.7%,38.6%,71.2%,
Texas St.,Conley Bobby,96,0.397,38.0%,31.2%,46.7%,35.7%,30.2%,20.7%,50.0%,38.5%,29.7%,81.8%,24.0%,52.2%,
Texas St.,Roberson Anthony,92,0.548,55.4%,83.7%,58.4%,62.2%,7.6%,42.9%,66.7%,8.7%,25.0%,100.0%,67.4%,50.0%,
Texas St.,McCrea Maljhum,72,0.396,40.3%,47.2%,47.1%,37.5%,50.0%,36.1%,61.5%,2.8%,0.0%,---,40.3%,34.5%,
Texas St.,Malveau K.J.,51,0.473,42.2%,9.8%,20.0%,0.0%,23.5%,33.3%,0.0%,66.7%,32.4%,81.8%,29.4%,80.0%,
Texas St.,Ramlal Kendell,30,0.403,40.0%,63.3%,52.6%,70.0%,36.7%,18.2%,50.0%,0.0%,---,---,33.3%,40.0%,
Texas St.,West D&#x27;Angelo,30,0.414,36.7%,10.0%,66.7%,0.0%,10.0%,0.0%,---,80.0%,25.0%,100.0%,26.7%,75.0%,
Texas St.,Julien Courtney,20,0.525,45.0%,10.0%,0.0%,---,30.0%,50.0%,33.3%,60.0%,33.3%,100.0%,40.0%,87.5%,
Texas St.,Josephs Nathan,12,0.316,16.7%,50.0%,33.3%,0.0%,8.3%,0.0%,---,41.7%,0.0%,---,66.7%,75.0%,
Texas St.,Evans Austin,3,0.756,100.0%,100.0%,100.0%,66.7%,0.0%,---,---,0.0%,---,---,300.0%,55.6%,
Texas St.,Total,1650,0.515,47.9%,37.3%,59.9%,42.8%,35.6%,34.6%,38.4%,27.1%,32.7%,86.3%,38.2%,67.4%,
Jackson St.,Collins Paris,455,0.452,43.0%,42.4%,48.2%,31.2%,14.9%,29.4%,40.0%,42.6%,28.4%,81.8%,23.1%,61.9%,
Jackson St.,Franklin Chase,376,0.476,43.4%,28.7%,50.9%,30.9%,30.1%,26.5%,16.7%,41.2%,33.5%,76.9%,34.8%,69.5%,
Jackson St.,Worsham Raeford,336,0.542,51.9%,74.4%,56.8%,26.8%,19.6%,42.4%,42.9%,6.0%,15.0%,100.0%,58.3%,59.2%,
Jackson St.,Middleton Janarius,228,0.485,48.5%,54.4%,54.8%,47.1%,35.5%,35.8%,51.7%,10.1%,39.1%,88.9%,14.0%,46.9%,
Jackson St.,Specks Yettra,192,0.547,50.5%,24.5%,53.2%,48.0%,11.5%,27.3%,50.0%,64.1%,35.8%,93.2%,27.1%,82.7%,
Jackson St.,Bernard Kaven,184,0.527,50.0%,40.2%,56.8%,42.9%,39.7%,43.8%,65.6%,20.1%,32.4%,66.7%,28.3%,69.2%,
Jackson St.,Brent Javares,183,0.445,43.4%,7.1%,23.1%,66.7%,6.0%,27.3%,66.7%,86.9%,30.8%,81.6%,5.5%,80.0%,
Jackson St.,Bolden Treshawn,120,0.420,40.4%,44.2%,47.2%,8.0%,54.2%,33.8%,59.1%,1.7%,50.0%,100.0%,35.8%,48.8%,
Jackson St.,Stancil Troy,97,0.453,44.3%,17.5%,64.7%,27.3%,13.4%,38.5%,80.0%,69.1%,26.9%,100.0%,19.6%,52.6%,
Jackson St.,Robinson Dontaveon,31,0.525,48.4%,74.2%,56.5%,23.1%,25.8%,25.0%,50.0%,0.0%,---,---,48.4%,66.7%,
Jackson St.,Manumaleuga Jalen,3,0.102,0.0%,33.3%,0.0%,---,33.3%,0.0%,---,33.3%,0.0%,---,133.3%,25.0%,
Jackson St.,Felton Anfernee,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,0.0%,---,
Jackson St.,Thomas Jonathan,1,1.000,100.0%,100.0%,100.0%,0.0%,0.0%,---,---,0.0%,---,---,0.0%,---,
Jackson St.,Taylor Kenneth,1,0.000,0.0%,0.0%,---,---,100.0%,0.0%,---,0.0%,---,---,0.0%,---,
Jackson St.,Hunter IV Lindsey,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Jackson St.,Hilaire Haudrick,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Jackson St.,Total,2208,0.487,46.2%,40.9%,52.9%,32.6%,23.7%,33.8%,47.5%,35.4%,31.1%,84.0%,29.8%,63.1%,
Southeastern La.,Jackson Zay,352,0.512,47.3%,31.2%,60.0%,15.2%,30.1%,28.3%,3.3%,38.6%,34.6%,76.6%,30.1%,74.5%,
Southeastern La.,Filmore Joshua,265,0.521,51.7%,9.8%,57.7%,46.7%,20.0%,37.7%,10.0%,70.2%,36.6%,80.9%,13.6%,55.6%,
Southeastern La.,Capps Jordan,244,0.529,53.9%,55.3%,67.4%,78.0%,37.3%,33.0%,30.0%,7.4%,38.9%,100.0%,49.6%,46.3%,
Southeastern La.,Hawkins Jamichael,233,0.581,55.8%,12.4%,55.2%,50.0%,11.2%,23.1%,33.3%,76.4%,40.4%,94.4%,15.9%,83.8%,
Southeastern La.,Veal Marlain,176,0.551,50.3%,38.1%,55.2%,29.7%,31.8%,41.1%,4.3%,30.1%,35.8%,84.2%,52.3%,70.7%,
Southeastern La.,Greenwood Moses,172,0.584,56.4%,60.5%,64.4%,70.1%,39.0%,44.8%,33.3%,0.6%,0.0%,---,49.4%,63.5%,
Southeastern La.,Cook Dimi,135,0.586,50.0%,44.4%,53.3%,28.1%,24.4%,30.3%,30.0%,31.1%,40.5%,100.0%,67.4%,81.3%,
Southeastern La.,Currington James,92,0.496,50.0%,44.6%,73.2%,46.7%,55.4%,31.4%,75.0%,0.0%,---,---,25.0%,43.5%,
Southeastern La.,Nelson Dominic,59,0.458,45.8%,67.8%,50.0%,80.0%,32.2%,36.8%,28.6%,0.0%,---,---,105.1%,43.5%,
Southeastern La.,Charleston Keith,51,0.644,65.7%,74.5%,71.1%,59.3%,23.5%,41.7%,80.0%,2.0%,100.0%,100.0%,49.0%,56.0%,
Southeastern La.,Grieves Daniel,51,0.529,50.0%,21.6%,63.6%,57.1%,17.6%,55.6%,40.0%,60.8%,29.0%,88.9%,31.4%,68.8%,
Southeastern La.,Reid Malcolm,2,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Southeastern La.,Lobell Justin,1,1.500,150.0%,0.0%,---,---,0.0%,---,---,100.0%,100.0%,100.0%,0.0%,---,
Southeastern La.,Total,1833,0.542,51.9%,36.1%,61.7%,52.2%,28.5%,34.8%,26.4%,35.4%,37.1%,86.7%,37.9%,63.5%,
Wyoming,Adams Josh,492,0.604,53.9%,24.6%,68.6%,7.2%,23.8%,32.5%,7.9%,51.6%,37.8%,46.9%,51.6%,82.7%,
Wyoming,McManamen Jason,296,0.642,61.5%,15.5%,67.4%,22.6%,13.9%,31.7%,30.8%,70.6%,44.0%,94.6%,37.2%,75.5%,
Wyoming,Herndon Alan,174,0.577,56.6%,42.0%,82.2%,80.0%,25.9%,28.9%,46.2%,32.2%,30.4%,100.0%,44.3%,59.7%,
Wyoming,James Justin,134,0.504,48.9%,16.4%,59.1%,38.5%,44.0%,40.7%,20.8%,39.6%,35.8%,89.5%,34.3%,56.5%,
Wyoming,AKA,128,0.557,51.6%,21.9%,46.4%,15.4%,6.2%,25.0%,0.0%,71.9%,37.0%,91.2%,47.7%,70.5%,
Wyoming,Lieberman Jeremy,117,0.486,45.7%,11.1%,46.2%,50.0%,23.1%,25.9%,14.3%,65.8%,35.1%,66.7%,18.8%,77.3%,
Wyoming,Washington III Trey,80,0.412,38.8%,20.0%,43.8%,14.3%,15.0%,50.0%,33.3%,65.0%,23.1%,108.3%,22.5%,61.1%,
Wyoming,Dalton Hayden,73,0.576,50.7%,37.0%,70.4%,78.9%,17.8%,23.1%,33.3%,45.2%,30.3%,100.0%,57.5%,78.6%,
Wyoming,Barnes Jonathan,39,0.473,46.2%,76.9%,56.7%,64.7%,23.1%,11.1%,100.0%,0.0%,---,---,97.4%,47.4%,
Wyoming,Naughton Jordan,30,0.687,80.0%,73.3%,86.4%,57.9%,26.7%,62.5%,40.0%,0.0%,---,---,136.7%,48.8%,
Wyoming,Marshall Morris,7,0.334,28.6%,0.0%,---,---,57.1%,50.0%,0.0%,42.9%,0.0%,---,14.3%,100.0%,
Wyoming,Total,1570,0.575,53.7%,25.4%,67.3%,40.7%,21.8%,33.2%,21.9%,52.8%,37.0%,77.5%,45.2%,71.5%,
Minnesota,Mason Nate,334,0.493,44.8%,15.9%,62.3%,9.1%,45.5%,38.2%,13.8%,38.6%,30.2%,64.1%,27.8%,79.6%,
Minnesota,Murphy Jordan,293,0.506,47.6%,41.3%,80.2%,57.7%,44.7%,22.1%,51.7%,14.0%,22.0%,77.8%,45.7%,61.2%,
Minnesota,King Joey,235,0.605,54.7%,10.6%,80.0%,45.0%,26.8%,31.7%,45.0%,62.6%,40.1%,96.6%,37.4%,88.6%,
Minnesota,Morris Carlos,221,0.476,44.6%,19.5%,67.4%,37.9%,48.4%,29.9%,34.4%,32.1%,35.2%,80.0%,25.8%,68.4%,
Minnesota,Dorsey Kevin,161,0.453,38.5%,35.4%,59.6%,35.3%,37.9%,26.2%,18.8%,26.7%,18.6%,62.5%,46.6%,72.0%,
Minnesota,McBrayer Dupree,135,0.441,37.0%,25.2%,58.8%,30.0%,39.3%,22.6%,16.7%,35.6%,25.0%,83.3%,70.4%,62.1%,
Minnesota,Buggs Charles,132,0.572,54.9%,28.8%,86.8%,57.6%,16.7%,22.7%,60.0%,54.5%,31.9%,100.0%,19.7%,76.9%,
Minnesota,Konate Bakary,109,0.546,50.5%,44.0%,77.1%,67.6%,55.0%,30.0%,88.9%,0.9%,0.0%,---,51.4%,67.9%,
Minnesota,Gilbert Ahmad,92,0.365,35.9%,20.7%,57.9%,36.4%,30.4%,25.0%,14.3%,48.9%,22.2%,90.0%,12.0%,45.5%,
Minnesota,Sharp Stephon,50,0.487,43.0%,36.0%,50.0%,33.3%,30.0%,33.3%,0.0%,34.0%,29.4%,40.0%,40.0%,75.0%,
Minnesota,Diedhiou Gaston,18,0.390,33.3%,38.9%,42.9%,33.3%,61.1%,27.3%,66.7%,0.0%,---,---,44.4%,62.5%,
Minnesota,Haugh Darin,4,0.250,25.0%,0.0%,---,---,50.0%,50.0%,0.0%,50.0%,0.0%,---,0.0%,---,
Minnesota,Lukashewich Mike,2,1.250,125.0%,0.0%,---,---,50.0%,100.0%,100.0%,50.0%,100.0%,0.0%,0.0%,---,
Minnesota,Total,1786,0.502,45.9%,25.9%,70.4%,45.7%,39.5%,29.3%,34.3%,34.5%,31.0%,82.7%,37.1%,70.7%,
La.-Lafayette,Long Shawn,443,0.579,54.4%,61.2%,68.6%,37.6%,23.7%,26.7%,32.1%,15.1%,26.9%,77.8%,53.0%,68.1%,
La.-Lafayette,Shepherd Kasey,298,0.563,50.8%,27.5%,58.5%,18.8%,12.1%,25.0%,33.3%,60.4%,35.0%,82.5%,31.5%,88.3%,
La.-Lafayette,Wright Jay,264,0.474,44.5%,29.2%,45.5%,11.4%,31.8%,35.7%,13.3%,39.0%,34.0%,60.0%,38.3%,60.4%,
La.-Lafayette,Stove Johnathan,227,0.539,48.2%,55.5%,56.3%,28.2%,26.0%,27.1%,12.5%,18.5%,35.7%,100.0%,48.5%,74.5%,
La.-Lafayette,Register Hayward,213,0.426,40.8%,7.5%,68.8%,27.3%,15.0%,12.5%,50.0%,77.5%,29.1%,89.6%,9.9%,76.2%,
La.-Lafayette,Washington Bryce,196,0.601,59.2%,74.5%,69.2%,54.5%,21.4%,28.6%,100.0%,4.1%,25.0%,100.0%,48.5%,61.1%,
La.-Lafayette,Wronkoski Steven,133,0.549,51.5%,26.3%,54.3%,52.6%,12.8%,35.3%,16.7%,60.9%,35.8%,86.2%,15.8%,95.2%,
La.-Lafayette,Walker Devonta,119,0.588,53.8%,72.3%,62.8%,38.9%,26.1%,32.3%,20.0%,1.7%,0.0%,---,70.6%,70.2%,
La.-Lafayette,Hedgeman Jay,78,0.528,44.9%,34.6%,77.8%,38.1%,29.5%,21.7%,0.0%,35.9%,21.4%,100.0%,80.8%,69.8%,
La.-Lafayette,Wooten Tyrone,56,0.475,43.8%,41.1%,52.2%,33.3%,28.6%,50.0%,12.5%,30.4%,17.6%,66.7%,46.4%,61.5%,
La.-Lafayette,Williams Tiremone,30,0.426,38.3%,46.7%,57.1%,25.0%,20.0%,33.3%,0.0%,33.3%,10.0%,100.0%,53.3%,56.2%,
La.-Lafayette,Plaisance Scott,17,0.576,52.9%,58.8%,60.0%,33.3%,35.3%,50.0%,33.3%,5.9%,0.0%,---,111.8%,63.2%,
La.-Lafayette,McGuire Elijah,14,0.305,32.1%,35.7%,60.0%,33.3%,14.3%,0.0%,---,50.0%,14.3%,100.0%,35.7%,20.0%,
La.-Lafayette,Marlin Matt,7,0.377,35.7%,28.6%,50.0%,0.0%,14.3%,0.0%,---,57.1%,25.0%,100.0%,28.6%,50.0%,
La.-Lafayette,Edgman Jay,2,0.000,0.0%,50.0%,0.0%,---,0.0%,---,---,50.0%,0.0%,---,0.0%,---,
La.-Lafayette,Total,2097,0.537,49.7%,43.9%,62.5%,36.3%,21.9%,28.9%,27.8%,34.1%,31.0%,82.4%,42.5%,69.7%,
Illinois,Hill Malcolm,440,0.557,47.8%,19.8%,71.3%,27.4%,53.4%,39.6%,14.0%,26.8%,31.4%,75.7%,53.4%,82.1%,
Illinois,Nunn Kendrick,362,0.555,53.2%,17.4%,65.1%,34.1%,29.6%,36.4%,20.5%,53.0%,39.1%,82.7%,17.4%,79.4%,
Illinois,Coleman-Lands Jalen,279,0.584,56.8%,6.5%,55.6%,50.0%,19.7%,32.7%,27.8%,73.8%,42.2%,89.7%,15.8%,75.0%,
Illinois,Morgan Maverick,220,0.583,56.4%,29.5%,81.5%,62.3%,70.5%,45.8%,71.8%,0.0%,---,---,20.9%,73.9%,
Illinois,Finke Michael,207,0.545,53.1%,21.3%,65.9%,44.8%,26.1%,38.9%,61.9%,52.7%,36.7%,90.0%,20.8%,65.1%,
Illinois,Lewis Khalid,127,0.436,39.4%,35.4%,57.8%,15.4%,45.7%,25.9%,6.7%,18.9%,25.0%,83.3%,29.1%,70.3%,
Illinois,Jordan Aaron,95,0.486,44.2%,12.6%,50.0%,16.7%,20.0%,15.8%,33.3%,67.4%,34.4%,100.0%,24.2%,82.6%,
Illinois,Thorne Jr. Mike,74,0.514,47.3%,55.4%,48.8%,50.0%,44.6%,45.5%,53.3%,0.0%,---,---,74.3%,60.0%,
Illinois,Williams D.J.,60,0.442,41.7%,36.7%,40.9%,11.1%,43.3%,50.0%,38.5%,20.0%,16.7%,100.0%,31.7%,57.9%,
Illinois,Tate Jaylon,49,0.445,38.8%,44.9%,59.1%,15.4%,32.7%,18.8%,33.3%,22.4%,18.2%,100.0%,55.1%,63.0%,
Illinois,Austin Alex,43,0.425,39.5%,23.3%,50.0%,60.0%,11.6%,60.0%,33.3%,65.1%,21.4%,100.0%,25.6%,63.6%,
Illinois,Black Leron,36,0.419,41.7%,27.8%,60.0%,50.0%,72.2%,34.6%,55.6%,0.0%,---,---,5.6%,50.0%,
Illinois,Liss Cameron,1,0.769,100.0%,0.0%,---,---,100.0%,100.0%,100.0%,0.0%,---,---,200.0%,50.0%,
Illinois,Total,1993,0.537,50.2%,22.0%,63.8%,37.9%,39.6%,38.5%,37.2%,38.3%,36.3%,87.0%,30.5%,74.6%,
Coastal Caro.,Wilson Elijah,396,0.515,49.0%,27.3%,50.9%,29.1%,19.4%,32.5%,8.0%,53.3%,36.0%,86.8%,23.5%,69.9%,
Coastal Caro.,Shaw Jaylen,300,0.563,55.2%,25.3%,57.9%,25.0%,37.0%,48.6%,11.1%,37.7%,39.8%,64.4%,18.3%,65.5%,
Coastal Caro.,Diagne Badou,265,0.537,50.0%,43.8%,62.9%,47.9%,21.9%,32.8%,36.8%,34.3%,29.7%,100.0%,37.4%,70.7%,
Coastal Caro.,Wiggins Shivaughn,241,0.570,50.8%,37.8%,60.4%,9.1%,25.7%,29.0%,0.0%,36.5%,37.5%,63.6%,78.4%,69.8%,
Coastal Caro.,RAY-ST,157,0.538,51.3%,45.2%,57.7%,29.3%,25.5%,42.5%,11.8%,29.3%,32.6%,86.7%,56.1%,60.2%,
Coastal Caro.,Trapps Ron,150,0.505,49.0%,8.0%,75.0%,11.1%,26.0%,38.5%,6.7%,66.0%,33.3%,93.9%,13.3%,70.0%,
Coastal Caro.,Freeman Marcus,140,0.499,47.9%,66.4%,59.1%,61.8%,33.6%,25.5%,75.0%,0.0%,---,---,32.1%,60.0%,
Coastal Caro.,Curtis Tristian,116,0.671,69.0%,70.7%,79.3%,56.9%,29.3%,44.1%,46.7%,0.0%,---,---,49.1%,56.1%,
Coastal Caro.,Holmes Jr. Kevin,52,0.395,39.4%,23.1%,50.0%,50.0%,3.8%,50.0%,0.0%,73.1%,23.7%,100.0%,9.6%,40.0%,
Coastal Caro.,Enanga Michel,37,0.575,54.1%,40.5%,80.0%,33.3%,16.2%,33.3%,50.0%,43.2%,25.0%,100.0%,56.8%,66.7%,
Coastal Caro.,Adams Christian,22,0.411,36.4%,54.5%,41.7%,20.0%,40.9%,33.3%,33.3%,4.5%,0.0%,---,45.5%,60.0%,
Coastal Caro.,Law Aaron,22,0.439,38.6%,36.4%,37.5%,0.0%,22.7%,80.0%,0.0%,40.9%,11.1%,0.0%,18.2%,100.0%,
Coastal Caro.,Coleman Josh,6,0.471,33.3%,50.0%,66.7%,0.0%,50.0%,0.0%,---,0.0%,---,---,50.0%,100.0%,
Coastal Caro.,KEVIN,5,0.300,30.0%,20.0%,0.0%,---,0.0%,---,---,80.0%,25.0%,100.0%,0.0%,---,
Coastal Caro.,DAYSROD,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Coastal Caro.,Total,1909,0.539,51.1%,36.7%,60.7%,37.4%,25.8%,37.5%,19.5%,37.5%,34.1%,82.4%,36.1%,66.5%,
UTEP,Moore Lee,345,0.578,52.3%,38.8%,56.0%,37.3%,22.6%,41.0%,21.9%,38.6%,36.8%,81.6%,57.1%,74.1%,
UTEP,Artis Dominic,342,0.496,46.3%,27.5%,57.4%,14.8%,36.3%,34.7%,20.9%,36.3%,33.1%,78.0%,34.2%,65.8%,
UTEP,Morris Earvin,326,0.561,53.7%,29.4%,67.7%,53.8%,27.3%,39.3%,34.3%,43.3%,35.5%,94.0%,36.2%,66.9%,
UTEP,Winn Terry,237,0.520,51.1%,54.4%,64.3%,63.9%,45.6%,35.2%,44.7%,0.0%,---,---,62.9%,52.3%,
UTEP,Harris Omega,215,0.609,58.6%,29.3%,54.0%,35.3%,20.0%,46.5%,45.0%,50.7%,44.0%,95.8%,27.4%,74.6%,
UTEP,Vint Hooper,214,0.595,56.8%,44.4%,68.4%,66.2%,45.3%,50.5%,67.3%,10.3%,22.7%,100.0%,30.8%,74.2%,
UTEP,Touchet Trey,67,0.490,44.8%,23.9%,56.2%,33.3%,17.9%,50.0%,66.7%,58.2%,25.6%,100.0%,26.9%,77.8%,
UTEP,Flaggert Jake,51,0.624,62.7%,3.9%,50.0%,100.0%,2.0%,100.0%,0.0%,94.1%,41.7%,95.0%,17.6%,55.6%,
UTEP,Caldwell Tevin,46,0.679,63.0%,58.7%,66.7%,61.1%,39.1%,61.1%,72.7%,2.2%,0.0%,---,52.2%,83.3%,
UTEP,Thomas Paul,39,0.499,48.7%,51.3%,70.0%,64.3%,48.7%,26.3%,40.0%,0.0%,---,---,38.5%,53.3%,
UTEP,Jones Brodricks,20,0.362,25.0%,30.0%,66.7%,75.0%,70.0%,7.1%,100.0%,0.0%,---,---,80.0%,62.5%,
UTEP,Romine Christian,10,0.504,50.0%,30.0%,100.0%,33.3%,70.0%,28.6%,100.0%,0.0%,---,---,40.0%,50.0%,
UTEP,Mbachu Victor,5,0.435,40.0%,80.0%,50.0%,50.0%,0.0%,---,---,20.0%,0.0%,---,80.0%,50.0%,
UTEP,Venegas Ivan,5,0.270,20.0%,60.0%,33.3%,0.0%,40.0%,0.0%,---,0.0%,---,---,180.0%,33.3%,
UTEP,Willms Matt,4,0.508,50.0%,75.0%,66.7%,50.0%,25.0%,0.0%,---,0.0%,---,---,100.0%,50.0%,
UTEP,NORTONNICK,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
UTEP,BROWNROBERT,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
UTEP,Total,1926,0.553,52.3%,36.1%,61.9%,48.6%,31.8%,39.6%,42.8%,32.1%,36.1%,89.2%,42.0%,66.6%,
Loyola Chicago,Doyle Milton,296,0.508,46.3%,22.6%,61.2%,19.5%,45.3%,38.1%,9.8%,32.1%,31.6%,63.3%,39.5%,70.9%,
Loyola Chicago,Turk Devon,282,0.566,54.8%,12.4%,68.6%,37.5%,34.4%,49.5%,16.7%,53.2%,36.7%,92.7%,14.5%,78.0%,
Loyola Chicago,James Montel,263,0.522,44.3%,44.1%,55.2%,64.1%,49.4%,36.9%,56.2%,6.5%,17.6%,100.0%,60.8%,75.6%,
Loyola Chicago,Ingram Donte,216,0.495,45.1%,25.0%,63.0%,55.9%,33.8%,35.6%,50.0%,41.2%,28.1%,100.0%,23.6%,84.3%,
Loyola Chicago,Peterson Earl,212,0.534,48.3%,45.3%,55.2%,32.1%,34.4%,28.8%,19.0%,20.3%,44.2%,78.9%,41.5%,75.0%,
Loyola Chicago,Richardson Ben,127,0.565,54.3%,15.7%,45.0%,66.7%,20.5%,23.1%,16.7%,63.8%,44.4%,80.6%,12.6%,87.5%,
Loyola Chicago,Smith Tyson,104,0.483,43.3%,35.6%,37.8%,14.3%,10.6%,9.1%,0.0%,53.8%,35.7%,90.0%,36.5%,73.7%,
Loyola Chicago,White Jeff,95,0.455,44.7%,45.3%,58.1%,8.0%,26.3%,40.0%,10.0%,28.4%,18.5%,80.0%,13.7%,53.8%,
Loyola Chicago,Rajala Julius,49,0.647,65.3%,67.3%,84.8%,78.6%,32.7%,25.0%,100.0%,0.0%,---,---,28.6%,57.1%,
Loyola Chicago,Kirby Maurice,32,0.427,43.8%,59.4%,63.2%,66.7%,40.6%,15.4%,100.0%,0.0%,---,---,43.8%,35.7%,
Loyola Chicago,Kennedy Cal,13,0.615,61.5%,46.2%,66.7%,50.0%,15.4%,50.0%,100.0%,38.5%,40.0%,100.0%,0.0%,---,
Loyola Chicago,Adgei Pernell,8,0.448,37.5%,62.5%,60.0%,33.3%,37.5%,0.0%,---,0.0%,---,---,112.5%,55.6%,
Loyola Chicago,Lisha Glorind,3,0.408,50.0%,0.0%,---,---,33.3%,0.0%,---,66.7%,50.0%,100.0%,133.3%,25.0%,
Loyola Chicago,SMITHPETERSTYLER,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Loyola Chicago,Total,1700,0.523,48.4%,31.2%,58.6%,44.1%,35.5%,36.1%,30.3%,33.2%,34.7%,85.2%,33.2%,73.1%,
Texas,Taylor Isaiah,379,0.525,44.5%,47.5%,53.9%,16.5%,36.1%,31.4%,7.0%,16.4%,30.6%,42.1%,51.7%,81.1%,
Texas,Felix Javan,294,0.543,50.7%,14.3%,59.5%,16.0%,41.5%,45.1%,9.1%,44.2%,35.4%,87.0%,21.8%,84.4%,
Texas,Davis Jr Eric,214,0.511,47.2%,23.4%,44.0%,13.6%,25.2%,29.6%,6.2%,51.4%,38.2%,88.1%,25.2%,79.6%,
Texas,Lammert Connor,195,0.550,52.3%,15.4%,63.3%,52.6%,11.3%,50.0%,45.5%,73.3%,33.6%,97.9%,19.0%,81.1%,
Texas,Mack Tevin,176,0.421,38.6%,14.2%,28.0%,57.1%,21.0%,27.0%,20.0%,64.8%,29.8%,97.1%,28.4%,64.0%,
Texas,Roach Jr Kerwin,172,0.546,50.9%,45.3%,60.3%,38.3%,20.9%,33.3%,0.0%,33.7%,32.8%,89.5%,67.4%,62.9%,
Texas,Ridley Cameron,97,0.587,62.9%,68.0%,75.8%,48.0%,32.0%,35.5%,18.2%,0.0%,---,---,55.7%,40.7%,
Texas,Ibeh Prince,91,0.537,57.1%,76.9%,64.3%,71.1%,23.1%,33.3%,57.1%,0.0%,---,---,73.6%,41.8%,
Texas,Cleare Shaquille,89,0.568,55.1%,48.3%,62.8%,63.0%,51.7%,47.8%,54.5%,0.0%,---,---,39.3%,62.9%,
Texas,Holland Demarcus,83,0.483,48.2%,53.0%,54.5%,25.0%,14.5%,33.3%,25.0%,32.5%,29.6%,100.0%,47.0%,46.2%,
Texas,Yancy Kendal,76,0.523,53.3%,31.6%,58.3%,7.1%,32.9%,40.0%,10.0%,35.5%,40.7%,90.9%,30.3%,43.5%,
Texas,Barnett Jordan,7,0.730,71.4%,28.6%,100.0%,100.0%,14.3%,0.0%,---,57.1%,50.0%,100.0%,57.1%,75.0%,
Texas,Newsome Danny,7,0.643,64.3%,14.3%,0.0%,---,14.3%,0.0%,---,71.4%,60.0%,100.0%,0.0%,---,
Texas,Schwartz Joe,2,0.146,0.0%,50.0%,0.0%,---,0.0%,---,---,50.0%,0.0%,---,150.0%,33.3%,
Texas,McClurg Ryan,2,0.808,100.0%,0.0%,---,---,100.0%,100.0%,0.0%,0.0%,---,---,50.0%,0.0%,
Texas,TEMPLEMATTHEW,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Texas,MEEKSKENNEDY,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Texas,JACKSONJUSTIN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Texas,Total,1884,0.526,49.4%,34.8%,57.8%,36.1%,29.0%,37.1%,17.7%,36.1%,34.1%,88.4%,39.4%,66.6%,
Fairleigh Dickinson,Anderson Darian,446,0.503,46.3%,35.7%,52.2%,28.9%,33.0%,36.1%,15.1%,31.4%,33.6%,80.9%,25.3%,79.6%,
Fairleigh Dickinson,Potts Jr. Earl,360,0.610,59.4%,40.8%,70.1%,57.3%,13.3%,25.0%,41.7%,45.8%,40.0%,89.4%,21.9%,72.2%,
Fairleigh Dickinson,Townes Marques,295,0.561,53.7%,47.1%,56.8%,40.5%,18.0%,50.9%,33.3%,34.9%,34.0%,85.7%,29.8%,69.3%,
Fairleigh Dickinson,Jiggetts Stephan,280,0.501,43.2%,39.3%,41.8%,13.0%,25.0%,30.0%,4.8%,35.7%,36.0%,69.4%,53.6%,73.3%,
Fairleigh Dickinson,Holloway Mike,202,0.600,58.4%,79.7%,63.4%,54.9%,20.3%,39.0%,37.5%,0.0%,---,---,51.0%,63.1%,
Fairleigh Dickinson,Edge Darnell,119,0.560,52.5%,30.3%,61.1%,36.4%,31.9%,31.6%,33.3%,37.8%,42.2%,78.9%,16.8%,95.0%,
Fairleigh Dickinson,Nehme Ghassan,115,0.551,53.0%,14.8%,52.9%,33.3%,22.6%,26.9%,0.0%,62.6%,41.7%,93.3%,13.9%,81.2%,
Fairleigh Dickinson,Miller Malik,78,0.556,55.8%,47.4%,70.3%,61.5%,29.5%,56.5%,53.8%,23.1%,16.7%,100.0%,56.4%,52.3%,
Fairleigh Dickinson,O&#x27;Garro Tyrone,69,0.544,56.5%,92.8%,57.8%,43.2%,7.2%,40.0%,100.0%,0.0%,---,---,39.1%,40.7%,
Fairleigh Dickinson,Curry Daron,27,0.505,46.3%,48.1%,46.2%,16.7%,44.4%,41.7%,0.0%,7.4%,50.0%,100.0%,44.4%,66.7%,
